Gene,Connections,Community,Degree,Weighted_Degree,Betweenness,WeightedDegreeZ,BetweennessZ,DegreeZ
IFT57,"[('CLUAP1', 8.307686325198977), ('IFT46', 8.099098452729027), ('IFT88', 8.052609920378293), ('IFT172', 7.915923034501858), ('IFT52', 8.181265845089978), ('IFT22', 7.764030724173626), ('IFT20', 7.871853094717647), ('IFT27', 6.38014710694007), ('OFD1', 5.158595016865393), ('EHD3', 2.8385254700119686)]",2,10,70.56973499060685,0.0007590132827324,1.7534784155405938,-0.6380160702612633,0.7360318653638648
TRAF3IP1,"[('CLUAP1', 8.29446911657591), ('IFT88', 8.052246192988076), ('IFT46', 7.891154710523526), ('IFT80', 7.77149249751038), ('IFT81', 7.755193495673235), ('IFT74', 7.023780364428616), ('RPGRIP1L', 4.683198630974962), ('NPHP4', 5.200483208759037), ('POC1B', 4.3063339223301424), ('ARL13B', 4.053811181966684), ('RPGR', 2.58236770175886), ('NEK8', 2.731531686602033)]",2,12,70.34606271009146,0.0042953251681904,1.7432655812539541,-0.39561332015143347,1.351491273565434
IFT52,"[('IFT46', 8.322685657061275), ('IFT88', 8.055633305916572), ('CLUAP1', 8.21180853634287), ('IFT57', 8.181265845089978), ('IFT172', 7.8111617638797215), ('IFT80', 7.728968408269806), ('IFT22', 7.429147776572631), ('IFT20', 7.370337156443392), ('CFAP20', 6.593240947409696), ('TBCC', 5.417221807069252), ('IFT27', 6.527266984868929), ('UNC119B', 6.173830045259906), ('TBC1D7', 5.152076684383952), ('POC1B', 6.089444580524102), ('PDE6D', 5.906954316822981), ('DNAAF2', 4.802651778457168), ('PARD6A', 4.260368144380019), ('TULP3', 4.738175111160153), ('CEP41', 4.181502656048409)]",2,19,122.95374150596082,0.0031223046403312,4.145322306874953,-0.47602008604152063,3.5055992022709264
ACTR2,"[('ACTR3', 8.537768573650927), ('RAB10', 7.006482991345714), ('RAB11A', 5.794341406888616), ('RAB14', 5.783892472394825), ('DPYSL2', 5.614633333906758), ('RAB8A', 5.279769847494082), ('TNPO1', 5.18115797605052), ('RAB8B', 4.402404087890089), ('FLNA', 2.702647888825757)]",1,9,50.30309857844729,0.0012592720372606,0.8281076063011321,-0.6037249495140193,0.4283021612630802
RAB14,"[('ACTR2', 5.783892472394825), ('ACTR3', 6.4853291434507785), ('PAFAH1B1', 5.939567112240233), ('ARF4', 5.294103450417936), ('GSK3B', 5.109416541570353), ('FNBP1L', 3.3298016533598505), ('GSN', 3.181780653222787)]",1,7,35.123891026656764,0.0017250301880282,0.13502784258727762,-0.5717987336458982,-0.187157246938489
DPYSL2,"[('ACTR2', 5.614633333906758), ('RAB10', 5.0447792875324176), ('SNX10', 4.350235985883696), ('ASAP1', 4.050290982409024), ('TNPO1', 3.7131136167371066), ('GSN', 3.600670210933311)]",1,6,26.37372341740232,0.0024667931688804,-0.26450316575994814,-0.5209532787448096,-0.4948869510392736
TTC21B,"[('WDR35', 8.514683621199314), ('IFT140', 8.264902606367258), ('IFT122', 8.13920056715489), ('WDR19', 8.029029785697219), ('KIF3A', 5.8849145331767065), ('C2CD3', 5.209513588258366), ('KIF3C', 3.880874820838655), ('NEK1', 4.552244874976774), ('DZIP1', 3.5791237648768504)]",2,9,56.05448816254603,0.0015007762635846,1.0907149736734343,-0.5871706153601747,0.4283021612630802
WDR35,"[('TTC21B', 8.514683621199314), ('IFT140', 8.436706602053246), ('IFT122', 8.414637750398455), ('WDR19', 8.091060386837022), ('BBS5', 6.558868456176082), ('SPEF2', 5.386165725932743), ('POC1B', 4.61817890007838), ('DNAAF2', 4.5111899430246005), ('AGBL2', 5.066646302203318), ('IFT43', 5.008341507350987), ('TULP3', 3.1289406263055515), ('TTLL9', 3.638760693060648), ('INPP5E', 3.854004782989189), ('TTLL3', 4.472463303405017), ('DNAH1', 4.261970932033308), ('RAB23', 2.880712164907685), ('STK36', 3.568149391863216), ('OXCT2', 1.1936639672609344)]",2,18,91.6051450570797,0.0256856994997412,2.713951285336441,1.0706277049031445,3.197869498170142
IFT140,"[('TTC21B', 8.264902606367258), ('WDR35', 8.436706602053246), ('IFT122', 8.058972597713232), ('WDR19', 8.043587452621162), ('CLUAP1', 7.944033336712023), ('KIF3B', 4.706972934369636), ('DZIP1L', 3.5325026078164674), ('STK36', 3.525912814691779), ('KIF17', 2.29700472743922), ('CNGA4', 1.5376110280017057)]",2,10,56.348206707785735,0.0055373469035708,1.1041261072414117,-0.310476744503101,0.7360318653638648
IFT122,"[('TTC21B', 8.13920056715489), ('WDR35', 8.414637750398455), ('IFT140', 8.058972597713232), ('WDR19', 7.693955628710549), ('CLUAP1', 6.19722932619108), ('UNC119B', 4.95126206598512), ('IFT43', 5.091467078975602), ('RILPL1', 4.122525876749847), ('XPNPEP3', 4.398626363013351)]",2,9,57.067877254892124,0.0007072623770915,1.136986129152205,-0.6415634275799471,0.4283021612630802
WDR19,"[('TTC21B', 8.029029785697219), ('WDR35', 8.091060386837022), ('IFT140', 8.043587452621162), ('IFT122', 7.693955628710549), ('IFT88', 6.383681158551032), ('IFT43', 5.180717053415852), ('TUBE1', 3.6636971012825783)]",2,7,47.08572856711542,0.0002760048300845,0.6812030963242,-0.6711247385689458,-0.187157246938489
KIF3A,"[('TTC21B', 5.8849145331767065), ('NME7', 5.243473977885357), ('ARL3', 5.961326299032361), ('TUBB2A', 4.65627098627948), ('SPAG16', 4.461274643419809), ('KIF3C', 3.8471492035255896), ('TUBE1', 3.489735028391448)]",2,7,33.544144671710754,0.0033810591685354,0.06289692095134206,-0.4582832994481215,-0.187157246938489
BBS5,"[('WDR35', 6.558868456176082), ('BBS1', 8.470699368084347), ('BBS7', 8.354681816606622), ('BBS4', 8.147217204040722), ('BBS2', 7.99839618550009), ('TTC8', 7.929476415631589), ('BBS9', 7.544936623715714), ('PTPDC1', 4.55229435832143), ('CEP164', 4.491535451673424), ('TUBE1', 4.804617031224993), ('MAK', 2.882207685592963), ('DVL1', 3.4624268056575573), ('NPHP3', 2.7408802150674583), ('ADCY10', 2.054765914935396), ('NEK8', 2.7736133085475023), ('KIF17', 2.4214527204657714), ('CNGA4', 1.808392186876844)]",2,17,86.9964617481185,0.0352941176470588,2.503519671702564,1.7292537137381465,2.8901397940693574
RSPH4A,"[('RSPH3', 8.495808009493167), ('RSPH9', 8.491170372594949), ('RSPH1', 7.896458068058513), ('DNALI1', 6.969384025611072), ('NME5', 6.943893081966463), ('ROPN1L', 6.325346825301116), ('DNAI2', 5.920711123264768), ('AK7', 6.632012372268938), ('AGBL2', 5.590034067918835), ('DNAAF3', 3.834871063532359), ('STOML3', 3.867211774893319)]",3,11,70.9669007849035,0.0004657581507676,1.7716129310564501,-0.658117761733785,1.0437615694646494
RSPH3,"[('RSPH4A', 8.495808009493167), ('RSPH1', 8.40598108450739), ('RSPH9', 8.107888124554963), ('NME5', 6.715782745971191), ('B9D1', 6.290086412549151), ('UNC119B', 5.417616007167172), ('AK8', 2.917247321662712), ('STK36', 3.773682648755941)]",3,8,50.12409235466168,0.0020700362256339,0.8199342157692919,-0.5481496848546924,0.1205724571622956
RSPH9,"[('RSPH4A', 8.491170372594949), ('RSPH3', 8.107888124554963), ('RSPH1', 7.843455028638885), ('ZMYND10', 7.624037929252583), ('DNALI1', 7.326557384250786), ('DRC1', 6.660894167424279), ('SPAG6', 6.9888040466003645), ('NME5', 6.933565666127389), ('ROPN1L', 6.455575267243061), ('DNAI2', 6.439594141597874), ('TEKT2', 5.61206201290355), ('TEKT4', 2.7436205882525937)]",3,12,81.22722472944129,0.0009832672071761,2.2400973938220323,-0.6226441885469798,1.351491273565434
RSPH1,"[('RSPH4A', 7.896458068058513), ('RSPH3', 8.40598108450739), ('RSPH9', 7.843455028638885), ('DNALI1', 7.652639648278146), ('ZMYND10', 7.25670989656101), ('SPAG6', 7.234112738006919), ('NME5', 7.070632804869474), ('HYDIN', 6.944585537802019), ('ROPN1L', 6.779411032394331), ('PACRG', 5.540910687017238), ('TEKT2', 5.466598326374318), ('DNAH5', 6.326807095919477), ('DPCD', 5.833452672597907), ('UNC119B', 5.352080946620903), ('DNAAF1', 5.655267271640653), ('DNAAF3', 3.4502344806626777), ('STOML3', 3.0110740131513394)]",3,17,107.7204113331012,0.0018630326030705,3.4497713144560325,-0.5623391141294144,2.8901397940693574
DNALI1,"[('RSPH4A', 6.969384025611072), ('RSPH9', 7.326557384250786), ('RSPH1', 7.652639648278146), ('B9D1', 7.219325122376372), ('DRC1', 7.55686851402532), ('ZMYND10', 7.526943010030582), ('SPAG6', 7.272803396460815), ('DYNLT1', 5.2111880513900735), ('DNAL1', 6.060796745989672), ('HYDIN', 6.348939594077494), ('TEKT2', 5.211930750539999), ('DNAH5', 6.3578121558048775), ('DPCD', 5.608216332399855), ('DNAAF1', 5.760777617008679), ('FOXJ1', 4.6112752339703), ('DNAAF3', 3.782657814276932), ('MNS1', 3.035809308614689), ('SPA17', 3.9052461619767938), ('KIF19', 2.059928724000202), ('CCNO', 1.6369112041802156)]",3,20,111.11601079526288,0.0264274624805934,3.6048137476576456,1.1214731598042331,3.8133289063717113
NME5,"[('RSPH4A', 6.943893081966463), ('RSPH3', 6.715782745971191), ('RSPH1', 7.070632804869474), ('ROPN1L', 6.973445093242395), ('RSPH9', 6.933565666127389), ('TTC29', 2.6722915126958893)]",3,6,37.30961090487281,0.0001380024150422,0.23482740139625904,-0.6805843580854294,-0.4948869510392736
B9D1,"[('RSPH3', 6.290086412549151), ('CC2D2A', 8.403878731099317), ('B9D2', 8.160432260859587), ('TMEM67', 7.74128551543009), ('ARL3', 7.352351499802657), ('DNALI1', 7.219325122376372), ('TUBGCP2', 4.363051098224586), ('DRC1', 6.52605069581267), ('AHI1', 6.35960932794111), ('MKS1', 6.738489538657056), ('EFHC1', 7.014297778550889), ('DNAL1', 6.197927168819625), ('POC1A', 6.972045081431042), ('TMEM231', 6.437598006578263), ('KIF3B', 6.355369147852655), ('DPCD', 5.994294714349341), ('NPHP1', 4.496084117027682), ('MLF1', 2.976782154756536), ('STOML3', 2.765019732142522)]",2,19,118.36397810426114,0.0077108849404864,3.9357545726504295,-0.16148773711852604,3.5055992022709264
ZMYND10,"[('RSPH9', 7.624037929252583), ('RSPH1', 7.25670989656101), ('DNALI1', 7.526943010030582), ('SPAG6', 7.637117883328007), ('EFHC1', 6.235064366455981), ('DNAI1', 6.100636151657214), ('TEKT2', 5.217947211000709), ('DNAH5', 6.098538302687185), ('DNAH10', 5.085409613875685), ('FOXJ1', 4.1098188917788985), ('DNAAF3', 5.015771533801089), ('SPA17', 4.000841033741416), ('STOML3', 2.467418715470721)]",3,13,74.37625453964108,0.0035190615835777,1.927283382671807,-0.4488236799316378,1.6592209776662186
BBS1,"[('BBS5', 8.470699368084347), ('BBS2', 8.003026768822528), ('BBS7', 7.996241834255947), ('BBS4', 7.98220424706427), ('TTC8', 7.769814792306521), ('BBS9', 7.343053001853489), ('PTPDC1', 4.2509675051063525), ('TUBGCP5', 4.287353040934345), ('CROCC', 3.434885978600417), ('AK8', 3.149393170313997), ('OXCT2', 1.8674624707021856)]",2,11,64.5551021780444,0.0070208728652751,1.4788514118361313,-0.20878583470093068,1.0437615694646494
BBS7,"[('BBS5', 8.354681816606622), ('BBS1', 7.996241834255947), ('BBS2', 8.164622517633644), ('BBS4', 8.021816059025067), ('TTC8', 7.728795034874086), ('BBS9', 7.697963728490137), ('C2CD3', 5.177720368177465), ('CEP164', 3.4185424824063637), ('KIF3C', 4.808636501497653), ('BBIP1', 3.979873671958211), ('DZIP1', 3.665125636690618)]",2,11,69.01401965161583,0.0016560289805071,1.6824447455762663,-0.5765285434041365,1.0437615694646494
BBS4,"[('BBS5', 8.147217204040722), ('BBS1', 7.98220424706427), ('BBS7', 8.021816059025067), ('BBS2', 8.017634514221786), ('TTC8', 7.995951752151376), ('AGBL2', 4.27811210921558), ('CEP104', 4.019827616723182), ('RAB23', 2.874539787051904), ('TTLL6', 3.119567920353951), ('CNGA4', 1.3846251599530308)]",2,10,55.84149636980087,0.0105571847507331,1.0809898084508671,0.033616915408899065,0.7360318653638648
BBS2,"[('BBS5', 7.99839618550009), ('BBS1', 8.003026768822528), ('BBS7', 8.164622517633644), ('BBS4', 8.017634514221786), ('TTC8', 7.79922859900333), ('BBS9', 7.30462854030922), ('ARL6', 5.006457649884409)]",2,7,52.293994775375005,3.450060376056581e-05,0.9190115524417662,-0.687679072722786,-0.187157246938489
TTC8,"[('BBS5', 7.929476415631589), ('BBS1', 7.769814792306521), ('BBS7', 7.728795034874086), ('BBS2', 7.79922859900333), ('BBS4', 7.995951752151376), ('BBS9', 7.736970030362666), ('INVS', 4.499004399284956), ('TUBE1', 3.685394653664837), ('MAK', 2.8611838649137957)]",2,9,58.00581954219316,0.0028290495083663,1.1798123976936843,-0.4961217775140493,0.4283021612630802
CC2D2A,"[('B9D1', 8.403878731099317), ('TMEM67', 7.839523780172903), ('B9D2', 7.565971603870792), ('MKS1', 6.663106333403617), ('AHI1', 6.381573739720354), ('TMEM231', 6.137777489386774), ('TCTN3', 5.168953096605246), ('MAK', 3.90899675154819), ('RPGRIP1', 2.095170974689108), ('PROM1', 2.923372682572704), ('GNAT2', 0.7592465689799003), ('TULP1', 2.177393501326124), ('CCDC13', 2.683525752824885)]",4,13,62.70849100619989,0.0186820769363463,1.3945354928208213,0.5905520144417236,1.6592209776662186
B9D2,"[('B9D1', 8.160432260859587), ('CC2D2A', 7.565971603870792), ('TMEM67', 7.58012022682534), ('MKS1', 6.499366030769512), ('AHI1', 6.255841917562007), ('TMEM231', 6.220168587342118), ('INPP5E', 3.786771400410963), ('DVL1', 3.548874222772058), ('CCDC13', 2.642660608395664)]",4,9,52.26020685880804,0.0016560289805071,0.9174688025221334,-0.5765285434041365,0.4283021612630802
TMEM67,"[('B9D1', 7.74128551543009), ('CC2D2A', 7.839523780172903), ('B9D2', 7.58012022682534), ('MKS1', 6.588552772723071), ('IFT81', 6.505382672583138), ('AHI1', 6.362994447416332), ('NPHP4', 4.648878457444685), ('TMEM231', 6.12992168043146), ('STK36', 3.516755944104172)]",4,9,56.91341549713118,0.0034673106779368,1.129933434325646,-0.45237103725032174,0.4283021612630802
ARL3,"[('B9D1', 7.352351499802657), ('DYNLT1', 7.627009474015138), ('EFHC1', 6.637913011525047), ('IFT22', 6.472594398364229), ('DNAL1', 6.427797647855941), ('DPCD', 6.205715849906303), ('KIF3A', 5.961326299032361), ('MNS1', 3.6019422984201817), ('TULP3', 3.0233536594238872), ('PRKACA', 3.681167862137228), ('FAM161A', 4.057697646645432)]",2,11,61.048869647128406,0.0036053130929791,1.318757493509912,-0.4429114177338381,1.0437615694646494
MKS1,"[('CC2D2A', 6.663106333403617), ('B9D2', 6.499366030769512), ('TMEM67', 6.588552772723071), ('AHI1', 7.126940759250737), ('B9D1', 6.738489538657056), ('TCTN3', 5.826624674851355), ('TMEM216', 5.043018305912925)]",4,7,44.48609841556827,0.0001035018112816,0.5625044722339605,-0.682949262964552,-0.187157246938489
AHI1,"[('CC2D2A', 6.381573739720354), ('B9D2', 6.255841917562007), ('MKS1', 7.126940759250737), ('TMEM67', 6.362994447416332), ('B9D1', 6.35960932794111)]",4,5,32.48696019189054,0.0,0.014626076312333307,-0.6900439776019063,-0.8026166551400582
EXOC4,"[('EXOC6', 8.3671235825264), ('EXOC5', 8.329692076864738), ('EXOC3', 7.222978864262713), ('EXOC6B', 6.956034640388681), ('PAFAH1B1', 6.428963300423211), ('WDPCP', 5.998267028837675), ('RFX3', 5.769426757524887), ('SDCCAG8', 4.753994057122766), ('GSK3B', 6.383563420305714), ('TRAPPC9', 6.339909358727857), ('ATXN10', 4.956267822686106), ('ASAP1', 5.765787128470707), ('INVS', 5.2573844169470245), ('ABLIM1', 4.623413091182908)]",1,14,87.15280554627138,0.0022252889425564,2.5106583001396685,-0.5375076128986542,1.9669506817670033
EXOC6,"[('EXOC4', 8.3671235825264), ('EXOC5', 7.772371796600412), ('PAFAH1B1', 5.794560969621628), ('TTC17', 5.150502438172008), ('EXOC3', 5.114260924646723), ('TUBGCP3', 4.980919573364803), ('SNAP25', 2.626003616298211), ('TRAPPC10', 2.981011995816085)]",1,8,42.78675489704627,0.0022252889425564,0.4849127665887625,-0.5375076128986542,0.1205724571622956
EXOC5,"[('EXOC4', 8.329692076864738), ('EXOC6', 7.772371796600412), ('EXOC3', 7.239116374374633), ('ATP6V1D', 5.78107590547286), ('RAB8B', 5.533300233464801), ('TNPO1', 5.110627002167181), ('STK38L', 3.678695261954422), ('TRAPPC10', 3.2726011733128955), ('SSX2IP', 2.525245196553599)]",1,9,49.24272502076554,0.004088321545627,0.7796911489663884,-0.4098027494261555,0.4283021612630802
EXOC3,"[('EXOC4', 7.222978864262713), ('EXOC6', 5.114260924646723), ('EXOC5', 7.239116374374633), ('HTT', 4.077156113314286), ('TMEM138', 4.028355686470787), ('VHL', 3.030258696199396)]",1,6,30.71212665926854,0.0007762635846127,-0.06641248918748278,-0.6368336178217019,-0.4948869510392736
EXOC6B,"[('EXOC4', 6.956034640388681), ('GSK3B', 6.501276802573868), ('TRAPPC9', 6.095077906306081), ('HTT', 5.418743878032648), ('PARD3', 4.775680858863424), ('SNAP25', 2.5682453447915554), ('NEK1', 4.599483069850573)]",1,7,36.91454250080682,0.0041918233569087,0.21678865232410668,-0.40270803478879447,-0.187157246938489
PAFAH1B1,"[('EXOC4', 6.428963300423211), ('EXOC6', 5.794560969621628), ('SDCCAG8', 4.279489544887015), ('GSK3B', 6.184225267939591), ('RAB14', 5.939567112240233), ('TNPO1', 5.878384759635083), ('RAB10', 6.3674420552754185), ('ASAP1', 5.41246654911991), ('CTNNB1', 3.670565326149459), ('TRAPPC10', 4.436782790897034)]",1,10,54.39244767618859,0.0012075211316198,1.0148265174653501,-0.6072723068326965,0.7360318653638648
TTC17,"[('EXOC6', 5.150502438172008), ('WDPCP', 7.1140689288769), ('RFX3', 6.98616607594359), ('BBS9', 6.366081903263496), ('HTT', 6.303226490526498), ('PCM1', 6.222611709069764), ('SDCCAG8', 5.465700986794295), ('PKD2', 6.135864962515038), ('IQCB1', 4.893429235652018), ('ATXN10', 5.912620926815813), ('FNBP1L', 3.3446714817276506), ('TRIP11', 5.16590625605487), ('PIBF1', 5.545819031954213), ('INVS', 4.863819787707443), ('ABLIM1', 4.817085572749743), ('PARVA', 2.9553554373667223)]",1,16,87.24293122519006,0.0042263239606693,2.5147734216989717,-0.40034312990967186,2.582410089968573
