Gene,Connections,Community,Degree,Weighted_Degree,Betweenness,WeightedDegreeZ,BetweennessZ,DegreeZ
IFT80,"[('IFT172', 7.933963919251802), ('TRAF3IP1', 7.77149249751038), ('CLUAP1', 8.145885523222347), ('IFT88', 7.912773096105054), ('IFT52', 7.728968408269806), ('PTPDC1', 4.456367510633482), ('POC1B', 4.281692734881922)]",2,7,48.2311436898748,0.0001035018112816,0.7335025355358803,-0.682949262964552,-0.187157246938489
RAB8B,"[('EXOC5', 5.533300233464801), ('ACTR3', 5.420067928356416), ('ACTR2', 4.402404087890089), ('MAPRE1', 4.020088640871448), ('ATP6V1D', 4.006002416188995), ('RP2', 3.899405142405628)]",0,6,27.28126844917737,0.0008280144902535,-0.22306483019228285,-0.6332862605030248,-0.4948869510392736
TUBB2A,"[('TUBA1A', 7.666557495219544), ('TBCC', 5.012357002136088), ('TUBB3', 5.682081435415429), ('TUBB2B', 5.15352600279124), ('RAB1A', 4.911645300965567), ('KIF3A', 4.65627098627948)]",0,6,33.08243822280735,0.0016387786786268,0.04181549127727525,-0.5777109958436979,-0.4948869510392736
DYNLT1,"[('TUBA1A', 6.313656211570026), ('ARL3', 7.627009474015138), ('IFT20', 6.460061386644727), ('RAB1A', 5.631280297222633), ('DNALI1', 5.2111880513900735), ('CSNK1D', 3.981766521187784)]",2,6,35.22496194203038,0.0026392961876832,0.13964272158583427,-0.5091287543492101,-0.4948869510392736
TUBB3,"[('TUBA1A', 5.2570417713790745), ('TUBB2A', 5.682081435415429), ('TUBA4A', 4.998823998193305), ('TUBB2B', 2.8762109167150247), ('TBCC', 2.686579164980786)]",0,5,21.500737286683616,5.175090564084872e-05,-0.48700279655661766,-0.6864966202832259,-0.8026166551400582
IFT81,"[('TRAF3IP1', 7.755193495673235), ('IFT22', 7.987813652448019), ('IFT88', 7.886640221460403), ('IFT46', 7.683899752613749), ('IFT172', 7.624407970167654), ('TMEM67', 6.505382672583138), ('IFT74', 7.477865661368439), ('IFT27', 6.77927397764382)]",2,8,59.70047740395846,0.0001035018112816,1.257190157132093,-0.682949262964552,0.1205724571622956
BBS9,"[('TTC8', 7.736970030362666), ('BBS7', 7.697963728490137), ('BBS5', 7.544936623715714), ('BBS1', 7.343053001853489), ('BBS2', 7.30462854030922), ('TTC17', 6.366081903263496), ('SPAG16', 4.92683677282398), ('DYNC2H1', 5.011503637445395), ('NEK1', 4.673539045557606), ('BBIP1', 3.900387343571091)]",2,10,62.50590062739279,0.0052095911678454,1.3852852542036043,-0.3329433408547454,0.7360318653638648
IFT22,"[('IFT81', 7.987813652448019), ('IFT57', 7.764030724173626), ('CLUAP1', 7.673885526348581), ('IFT52', 7.429147776572631), ('IFT88', 7.377699104749778), ('IFT20', 7.313921225213372), ('CFAP20', 5.566282760425846), ('ARL3', 6.472594398364229), ('IFT74', 7.290156910507463), ('EFHC1', 7.088278852176936), ('IFT27', 7.069643203123009), ('KIF3B', 4.833301711941056), ('NPHP1', 4.849714958371012), ('FUZ', 4.209475161361576), ('CBY1', 4.888836074503003), ('MNS1', 3.1891567646877443), ('CEP19', 4.111452519486536), ('ARL13B', 4.63627029519242), ('TULP3', 4.194744326034958), ('CEP41', 4.356587276933951), ('HYLS1', 4.215453988254735), ('SASS6', 3.426300350863541), ('FAM161A', 3.329787882070532), ('LZTFL1', 2.721742411627826), ('RAB17', 2.11062900020433), ('KIF17', 1.839648660462255)]",2,26,135.94655551609895,0.0280144902535794,4.738571752433946,1.2302587842437644,5.659707130976419
RAB8A,"[('MAPRE1', 7.197959024452926), ('ACTR3', 6.467876583969002), ('ACTR2', 5.279769847494082), ('RANBP1', 5.121232644200679), ('SNAP29', 5.104025345027557)]",0,5,29.17086344514424,0.0008107641883732,-0.13678627784683356,-0.6344687129425862,-0.8026166551400582
TUBGCP2,"[('TUBGCP3', 7.901544240990001), ('TUBGCP5', 4.854777733981669), ('B9D1', 4.363051098224586), ('CSNK1D', 4.173315097265334), ('TRAPPC3', 4.048294065768166), ('PRKACA', 3.436876186777643)]",5,6,28.7778584230074,0.0019492841124719,-0.15473081328793614,-0.5564268519316147,-0.4948869510392736
TUBGCP3,"[('TUBGCP2', 7.901544240990001), ('TUBGCP4', 5.4037528788457), ('EXOC6', 4.980919573364803), ('ORC1', 4.707315731940308), ('TUBGCP5', 4.3340020837799775), ('NUP214', 3.9292004455394913), ('STK38L', 3.904087165976312), ('PRKACA', 3.464593406736502), ('EHD3', 4.050377914067104)]",5,9,42.6757934412402,0.0020010350181128,0.47984628737309715,-0.5528794946129308,0.4283021612630802
TUBGCP5,"[('TUBGCP2', 4.854777733981669), ('TUBGCP3', 4.3340020837799775), ('TUBGCP6', 5.952163133010182), ('TUBGCP4', 4.837553534266561), ('BBS1', 4.287353040934345), ('XPNPEP3', 4.2135692035917325), ('TRAPPC10', 2.775393628060971), ('FBF1', 3.15635162432214), ('TBC1D30', 3.086510038436169), ('NPHP3', 2.693656857900105)]",5,10,40.19133087828385,0.0141279972399517,0.366406193730884,0.2783845703978515,0.7360318653638648
CSNK1D,"[('TUBGCP2', 4.173315097265334), ('ARL2', 2.987825859146766), ('RAB1A', 5.620325957725463), ('MAPRE1', 4.143018248684301), ('TRAPPC3', 4.131226688232291), ('DYNLT1', 3.981766521187784)]",0,6,25.037478372241942,0.0021907883387959,-0.32551586335985144,-0.53987251777777,-0.4948869510392736
TUBGCP4,"[('TUBGCP3', 5.4037528788457), ('TUBGCP6', 4.507482842859864), ('TUBGCP5', 4.837553534266561), ('ORC1', 4.128789783624095), ('XPNPEP3', 3.45623177476804), ('JADE1', 3.0709980503512524), ('EHD3', 2.296871055531171), ('ADCY10', 2.885272681304298)]",5,8,30.58695260155098,0.0037605658099016,-0.07212791313501017,-0.43226934577779996,0.1205724571622956
ORC1,"[('TUBGCP3', 4.707315731940308), ('TUBGCP4', 4.128789783624095), ('POC1A', 3.1773365616193883), ('EHD3', 3.1079153694446), ('NUP62', 2.957589790279772), ('PGAM4', 1.0406476799959732)]",5,6,19.11959491690413,0.0105226841469725,-0.5957253095985546,0.03125201052977641,-0.4948869510392736
IFT20,"[('IFT57', 7.871853094717647), ('CLUAP1', 7.538278239076172), ('IFT172', 7.461352583851951), ('IFT52', 7.370337156443392), ('IFT22', 7.313921225213372), ('DYNLT1', 6.460061386644727), ('IFT27', 6.665474517517444), ('DPCD', 5.630807378631921)]",2,8,56.31208558209662,0.0001897533206831,1.102476823431814,-0.6770370007667454,0.1205724571622956
TMEM237,"[('TCTN2', 7.756117098555231), ('TCTN1', 6.570782424246896), ('TMEM216', 5.671558121903909), ('TCTN3', 5.370707610128888), ('TRIM32', 5.22715511032329), ('PDZD7', 3.125749048460471), ('BBS10', 3.7168169880277295), ('CEP250', 3.333002798485609), ('BBIP1', 4.266501058681869), ('SNX10', 2.6822656188953564), ('FAM161A', 3.8238362648590414), ('MDM1', 3.885859308224702), ('CEP72', 2.3912629245514774), ('RILPL2', 2.2680959487901475), ('MCHR1', 3.087977790319996), ('KIF7', 2.813752148014704), ('HNF1B', 2.615726412281605), ('CCNO', 1.7000774517241943), ('HAP1', 1.8393704145083931)]",6,19,72.1466145409835,0.0275487321028118,1.8254784394187407,1.1983325683756434,3.5055992022709264
TCTN2,"[('TMEM237', 7.756117098555231), ('TCTN1', 7.002217492890111), ('TMEM231', 5.222280218535789), ('TMEM216', 5.183614076948278), ('EVC2', 5.099515557348176), ('USH2A', 2.299992306483833), ('TRIM32', 4.277593742667452), ('PKD1L1', 4.3959174650614266), ('FBF1', 4.113785555230484), ('TTC12', 3.338231241250518), ('HTR6', 2.34668513510039), ('MCHR1', 2.0759099280377797), ('KIF7', 2.3798857542885226), ('ZNF423', 2.731742582205367)]",6,14,58.22348815460336,0.0122304640331205,1.1897511056230972,0.14831480204623013,1.9669506817670033
TCTN1,"[('TMEM237', 6.570782424246896), ('TCTN2', 7.002217492890111), ('TCTN3', 5.442905135657415), ('TMEM216', 5.170273038797698), ('IQCB1', 4.922940753618966), ('CEP83', 4.826734863465328), ('CCP110', 3.9290142362672498), ('TTC12', 4.18305128068485), ('MDM1', 3.1902231318214365), ('MCHR1', 1.983623047976247), ('RAB17', 2.642677811192154), ('HNF1B', 2.159143912874353), ('CLDN2', 1.5604567073236164)]",6,13,53.58404383681632,0.0082628946006555,0.9779149501081061,-0.12364925905259816,1.6592209776662186
TMEM216,"[('TMEM237', 5.671558121903909), ('TCTN2', 5.183614076948278), ('TCTN1', 5.170273038797698), ('MKS1', 5.043018305912925), ('TCTN3', 5.013246119858712)]",4,5,26.081709663421528,0.0004830084526479,-0.27783645887947794,-0.6569353092942237,-0.8026166551400582
TCTN3,"[('TMEM237', 5.370707610128888), ('TCTN1', 5.442905135657415), ('TMEM231', 5.317323032195373), ('MKS1', 5.826624674851355), ('CC2D2A', 5.168953096605246), ('TMEM216', 5.013246119858712)]",4,6,32.13975966929699,5.175090564084872e-05,-0.0012270342890878044,-0.6864966202832259,-0.4948869510392736
TRIM32,"[('TMEM237', 5.22715511032329), ('EVC', 2.347392473964908), ('EVC2', 4.182231175747651), ('TCTN2', 4.277593742667452), ('PKD1L1', 3.3524162596388853), ('BBS10', 3.245016780687484), ('CCSAP', 2.929927036175659), ('ZNF423', 1.9468658942541464)]",6,8,27.508598473459475,0.0021735380369156,-0.2126849840127687,-0.5410549702173313,0.1205724571622956
TMEM231,"[('TCTN2', 5.222280218535789), ('B9D1', 6.437598006578263), ('B9D2', 6.220168587342118), ('CC2D2A', 6.137777489386774), ('TMEM67', 6.12992168043146), ('TCTN3', 5.317323032195373)]",4,6,35.46506901446978,6.900120752113163e-05,0.15060596538262228,-0.6853141678436657,-0.4948869510392736
EVC2,"[('TCTN2', 5.099515557348176), ('GLI2', 3.912176464369547), ('EVC', 5.818268239188801), ('FBF1', 4.415010542371309), ('TRIM32', 4.182231175747651), ('PKD1L1', 2.637403129790795), ('BBS12', 3.2774975511917246), ('GPR161', 3.1892561311013043), ('HTR6', 3.2771965333596413), ('NINL', 2.2348094626764463), ('KIF7', 2.3196967218638824), ('GLIS2', 2.325093542352918)]",6,12,42.6881550513622,0.0043643263757115,0.48041071616776554,-0.390883510393195,1.351491273565434
DRC1,"[('DNALI1', 7.55686851402532), ('RSPH9', 6.660894167424279), ('B9D1', 6.52605069581267), ('DNAI2', 6.27460615423022), ('AK7', 5.675433250133239), ('CCDC40', 6.120054325155998), ('MNS1', 3.1204862429868454), ('AK8', 3.924981749038957), ('TTLL6', 2.4212480743372025)]",3,9,48.280623173144726,0.002139037433155,0.7357617594417659,-0.543419875096454,0.4283021612630802
DNAI2,"[('DRC1', 6.27460615423022), ('DNAI1', 6.373694048553288), ('SPAG6', 6.882410583704038), ('RSPH9', 6.439594141597874), ('RSPH4A', 5.920711123264768), ('AGBL2', 4.796138456474763)]",3,6,36.68715450782495,8.625150940141454e-05,0.20640615930465717,-0.6841317154041056,-0.4948869510392736
CFAP20,"[('TBCC', 7.716654116739518), ('IFT52', 6.593240947409696), ('PDE6D', 6.044336322995017), ('MAPRE1', 5.856332062735854), ('IFT22', 5.566282760425846), ('POC1A', 5.025589247897322), ('TOPORS', 3.875289667244364), ('PARD6A', 4.20846331992957)]",2,8,44.88618844537719,0.0003450060376056,0.5807725077936645,-0.6663949288107074,0.1205724571622956
TBCC,"[('CFAP20', 7.716654116739518), ('TOPORS', 5.479273468352976), ('IFT52', 5.417221807069252), ('DNAAF2', 5.157350551028101), ('TUBB2A', 5.012357002136088), ('NUP35', 4.090130927180843), ('TUBA4A', 3.970928289230168), ('TUBB3', 2.686579164980786), ('TUBB2B', 2.648083524014784)]",0,9,42.178578850732514,0.0215456270484733,0.45714356262752903,0.7868391194087099,0.4283021612630802
PDE6D,"[('CFAP20', 6.044336322995017), ('POC1A', 5.0229598224629095), ('TBC1D7', 4.873649762992616), ('IFT52', 5.906954316822981), ('IFT46', 4.86947547438375), ('CNGA4', 1.40190417035919), ('CNGA2', 1.128168363493848)]",2,7,29.247448233510312,0.0018457823011902,-0.1332894308050015,-0.5635215665689758,-0.187157246938489
TOPORS,"[('TBCC', 5.479273468352976), ('TRIP11', 5.093655268885688), ('CEP97', 4.288202858798261), ('PARD6A', 4.022441375944009), ('CFAP20', 3.875289667244364), ('JADE1', 3.3560750877816767), ('CCDC28B', 3.2702543206070387)]",2,7,29.38519204761401,0.0026737967914438,-0.12700007414350872,-0.5067638494700875,-0.187157246938489
DNAAF2,"[('TBCC', 5.157350551028101), ('POC1A', 5.706224934938939), ('ARL2', 2.7359986097386484), ('IFT52', 4.802651778457168), ('WDR35', 4.5111899430246005), ('NUP37', 4.273793075850888), ('RAB23', 2.756900830895867), ('LZTFL1', 3.12631813391216), ('CCDC13', 2.505798337398322)]",2,9,35.57622619524469,0.0140417457305502,0.15568138136357612,0.27247230820004487,0.4283021612630802
NEK2,"[('PLK1', 5.256001477105976), ('TTK', 4.390388166993657), ('STIL', 3.150446336152406), ('ODF2', 2.5056987737678407), ('HYLS1', 2.439967892677141), ('GNAT2', 0.2493902555902623)]",5,6,17.991892902287283,0.0098326720717612,-0.6472159716218225,-0.016046087052628177,-0.4948869510392736
TTK,"[('PLK1', 5.050103871678382), ('NEK2', 4.390388166993657), ('STIL', 2.748748762306888), ('NUP35', 2.6584174478266824), ('SASS6', 2.420820918084792)]",5,5,17.2684791668904,0.0012247714335,-0.680246906806386,-0.606089854393142,-0.8026166551400582
POC1A,"[('PLK1', 4.641245034549951), ('B9D1', 6.972045081431042), ('DNAAF2', 5.706224934938939), ('DPCD', 5.4847502415448135), ('CFAP20', 5.025589247897322), ('PDE6D', 5.0229598224629095), ('SSNA1', 4.707048285109885), ('ORC1', 3.1773365616193883), ('SASS6', 4.0418779132326845), ('KIF17', 1.885182647182586)]",2,10,46.664259769969526,0.0032430567534931,0.6619589102662671,-0.4677429189646051,0.7360318653638648
TUBB2B,"[('TUBB2A', 5.15352600279124), ('TUBB3', 2.8762109167150247), ('TUBA1A', 3.970810491267196), ('RAN', 3.746219688007494), ('TBCC', 2.648083524014784)]",0,5,18.39485062279574,0.0059341038468173,-0.6288169978437922,-0.28328033839321815,-0.8026166551400582
SPAG6,"[('ZMYND10', 7.637117883328007), ('DNALI1', 7.272803396460815), ('RSPH1', 7.234112738006919), ('DNAI1', 7.034803341650212), ('RSPH9', 6.9888040466003645), ('DNAI2', 6.882410583704038), ('CCDC40', 5.632822457608805)]",3,7,48.682874447359154,0.0,0.7541284770147954,-0.6900439776019063,-0.187157246938489
DNAI1,"[('SPAG6', 7.034803341650212), ('DNAI2', 6.373694048553288), ('ZMYND10', 6.100636151657214), ('DNAH10', 6.0084749215296505), ('CCDC40', 5.5900873992255615), ('AK7', 5.232296268271235), ('SPAG17', 4.173133442182212), ('TTLL9', 4.64077497719832), ('TTC29', 2.4209651545304824), ('DNAH2', 3.940368157645096)]",3,10,51.51523386244328,0.0016042780748663,0.8834534755340796,-0.5800759007228137,0.7360318653638648
EFHC1,"[('ZMYND10', 6.235064366455981), ('ARL3', 6.637913011525047), ('IFT22', 7.088278852176936), ('B9D1', 7.014297778550889), ('DNAL1', 6.879700678015974), ('CLUAP1', 6.583214921378307), ('DNAAF1', 4.943122207075808), ('SPAG16', 5.513607970900806), ('CEP104', 3.963952324970668), ('CEP162', 3.920695906463572), ('INTU', 3.395719626537751), ('LZTFL1', 3.627289934893173), ('KIF27', 2.724224937110245), ('KIF19', 1.5503991438189284)]",2,14,70.07748165987408,0.0186130757288252,1.7310022209838247,0.5858222046834851,1.9669506817670033
DNAL1,"[('ARL3', 6.427797647855941), ('EFHC1', 6.879700678015974), ('HYDIN', 7.033886735994721), ('B9D1', 6.197927168819625), ('DNALI1', 6.060796745989672), ('KIF3B', 5.093655214399594), ('TTLL6', 2.457751558527754)]",2,7,40.15151574960328,0.0008107641883732,0.3645882424390254,-0.6344687129425862,-0.187157246938489
NUP62,"[('NUP93', 7.498663670276841), ('NUP35', 6.3332110815599085), ('NUP214', 5.91586212452457), ('JADE1', 5.373890411889162), ('NUP37', 5.309833025993257), ('ORC1', 2.957589790279772), ('RP2', 4.025798589914379), ('EHD1', 4.309396950359771), ('KIF19', 1.4302105494465174)]",5,9,43.154456194244176,0.0110574435052613,0.5017019387052699,0.06790803615614296,0.4283021612630802
NUP93,"[('NUP62', 7.498663670276841), ('NUP35', 6.766259416248898), ('NUP214', 6.337222055200383), ('NUP37', 5.29401877690622), ('TNPO1', 4.248453114230181), ('XPNPEP3', 3.644390702407893)]",5,6,33.78900773527042,0.001345523546662,0.0740773224087398,-0.5978126873162196,-0.4948869510392736
NUP35,"[('NUP62', 6.3332110815599085), ('NUP93', 6.766259416248898), ('NUP37', 6.044716368239443), ('NUP214', 6.028583631541135), ('TBCC', 4.090130927180843), ('TTK', 2.6584174478266824), ('TULP3', 3.0009957671991305), ('SASS6', 3.841192722816892), ('DRD1', 2.69745004147702), ('SSTR3', 2.9581019442229217), ('DRD2', 1.317617496560883)]",5,11,45.73667684487376,0.0304640331205796,0.619605648255923,1.3981670306613068,1.0437615694646494
NUP214,"[('NUP62', 5.91586212452457), ('NUP93', 6.337222055200383), ('NUP35', 6.028583631541135), ('NUP37', 5.861541621843052), ('TUBGCP3', 3.9292004455394913)]",5,5,28.072409878648635,0.0001035018112816,-0.18694146122645666,-0.682949262964552,-0.8026166551400582
JADE1,"[('NUP62', 5.373890411889162), ('TOPORS', 3.3560750877816767), ('TRIP11', 3.1665028901863645), ('CEP135', 3.093170566686089), ('TUBGCP4', 3.0709980503512524)]",2,5,18.060637006894545,0.0022942901500776,-0.6440771287266741,-0.5327778031404089,-0.8026166551400582
NUP37,"[('NUP62', 5.309833025993257), ('NUP93', 5.29401877690622), ('NUP35', 6.044716368239443), ('NUP214', 5.861541621843052), ('VDAC3', 5.574658887671172), ('TBC1D7', 6.162082858083329), ('DNAAF2', 4.273793075850888), ('ODF2', 3.497649730867004), ('SASS6', 4.020439274474501), ('CCDC28B', 4.069679504414543), ('USH1C', 1.258682776364991)]",5,11,51.3670959007084,0.0100741762980852,0.8766895240454426,0.0005082471012164951,1.0437615694646494
TNPO1,"[('NUP93', 4.248453114230181), ('GSK3B', 6.473977011147789), ('PAFAH1B1', 5.878384759635083), ('ACTR2', 5.18115797605052), ('EXOC5', 5.110627002167181), ('RAB11A', 4.901675344082113), ('DPYSL2', 3.7131136167371066), ('STK38L', 4.716207014702962)]",1,8,40.223595838752935,0.0011212696222183,0.36787940576134426,-0.613184569030503,0.1205724571622956
SUFU,"[('GLI1', 7.48033729672928), ('CROCC', 5.138038647968898), ('RILPL1', 5.090491069720311), ('TBC1D30', 4.117756661052942), ('C2CD3', 4.007613289062034), ('RAB11FIP3', 3.5163184292674994), ('ADCY3', 1.964614818766224), ('STX3', 1.958704648054456), ('TEKT5', 1.7818375885434974)]",7,9,35.05571244916514,0.006951871657754,0.13191482155393217,-0.2135156444591691,0.4283021612630802
GLI1,"[('SUFU', 7.48033729672928), ('GLI2', 4.820915615979221), ('PARD6A', 3.786204607184536), ('MYO15A', 2.617250550318285), ('GLI3', 2.495886376034603), ('MYO7A', 2.420841129976833), ('PTCH1', 2.1580471724352144)]",7,7,25.77948274865797,0.0024150422632396,-0.2916360830006717,-0.5245006360634866,-0.187157246938489
CROCC,"[('SUFU', 5.138038647968898), ('FUZ', 4.053434515900152), ('RPGRIP1L', 3.4858547009569723), ('BBS1', 3.434885978600417), ('TMEM138', 3.3936511191196512), ('RTTN', 2.903830139377852)]",6,6,22.409695101923944,0.0011040193203381,-0.4454999535614762,-0.6143670214700575,-0.4948869510392736
RILPL1,"[('SUFU', 5.090491069720311), ('IFT122', 4.122525876749847), ('DVL1', 3.8577517378469146), ('SNAP29', 3.498690573488455), ('SMO', 3.0846034032032668), ('ADCY3', 2.199628236422205), ('PTCH1', 2.6522329081609337), ('CNGB1', 2.1994843868743543)]",7,8,26.705408192466287,0.0108849404864585,-0.24935850127437031,0.05608351176054348,0.1205724571622956
TBC1D30,"[('SUFU', 4.117756661052942), ('GLI3', 2.811334862566389), ('MYO7A', 2.34590718287901), ('INTU', 3.3413778593289933), ('TBC1D7', 3.1792682087681543), ('TUBGCP5', 3.086510038436169), ('DVL1', 3.073824157391943), ('RPGR', 2.5872118387868084), ('SHH', 2.0718558464840084), ('NME8', 2.0296340196552998), ('CDH23', 2.1404066360514404)]",7,11,30.785087311401156,0.0190443332758323,-0.06308111952487372,0.6153835156724906,1.0437615694646494
C2CD3,"[('SUFU', 4.007613289062034), ('CEP290', 5.823220002682165), ('PCNT', 6.0537092952277565), ('TUBGCP6', 5.655454959689964), ('TTC21B', 5.209513588258366), ('BBS7', 5.177720368177465), ('CEP97', 5.170930660026192), ('ALMS1', 5.089850506533519), ('CEP250', 3.549045248386776), ('CEP162', 4.298607870650475), ('XPNPEP3', 4.491741737476606), ('POMK', 4.442585983594267), ('DNAH1', 3.910653433761538), ('RTTN', 2.908717508720258), ('DZIP1L', 3.2325182883704406), ('LZTFL1', 3.274332876114149), ('NEK4', 3.011288077658342), ('SSX2IP', 3.4396841659837314)]",6,18,78.74718786037403,0.0122649646368811,2.1268593765309367,0.15067970692535276,3.197869498170142
GLI2,"[('GLI1', 4.820915615979221), ('GLI3', 7.469920104636886), ('EVC2', 3.912176464369547), ('PARD6A', 3.447736242668183), ('SMO', 2.416726296112137), ('PTCH1', 2.287748065092142)]",7,6,24.355222788858114,0.003294807659134,-0.3566675250596313,-0.46419556164592124,-0.4948869510392736
PARD6A,"[('GLI1', 3.786204607184536), ('GLI2', 3.447736242668183), ('GLI3', 2.603271527937687), ('TOPORS', 4.022441375944009), ('TMEM138', 5.043751018119995), ('IFT52', 4.260368144380019), ('CFAP20', 4.20846331992957), ('MYO7A', 2.462263653297585), ('PARVA', 2.740165647749168), ('AVIL', 2.646737152501209), ('CRB3', 1.7009115325591682), ('OXCT2', 1.873312869988048), ('CNGA2', 1.0637933454959605)]",7,13,39.85942043775513,0.0453855442470243,0.35125122540260206,2.4209883908808303,1.6592209776662186
MYO15A,"[('GLI1', 2.617250550318285), ('SMO', 3.974171124558641), ('SHH', 2.9282174449567027), ('ADCY10', 2.6983140907993706), ('KIF7', 2.338324322135781), ('SPTBN5', 2.1648149484962445)]",7,6,16.721092481265025,0.0057098499223736,-0.7052404799846244,-0.2986522201075016,-0.4948869510392736
GLI3,"[('GLI1', 2.495886376034603), ('GLI2', 7.469920104636886), ('ABLIM3', 3.341613770722988), ('PARD3', 3.250898077414919), ('TBC1D30', 2.811334862566389), ('PARD6A', 2.603271527937687), ('CDH23', 1.780408207540102)]",7,7,23.75333292685357,0.0018975332068311,-0.38414970302686424,-0.5599742092502917,-0.187157246938489
IFT74,"[('IFT81', 7.477865661368439), ('IFT22', 7.290156910507463), ('IFT88', 7.096727734887688), ('TRAF3IP1', 7.023780364428616), ('CLUAP1', 6.909064192147268)]",2,5,35.79759486333948,1.7250301880282906e-05,0.16578903314008042,-0.6888615251623461,-0.8026166551400582
SMO,"[('GLI2', 2.416726296112137), ('CBY1', 4.0924593374585445), ('RILPL1', 3.0846034032032668), ('CEP135', 3.452976662354034), ('MYO7A', 4.457879810685975), ('MYO15A', 3.974171124558641), ('PCDH15', 1.7772821589126102), ('FBF1', 3.037016935719458), ('CCDC28B', 3.298153958625171), ('RAB23', 3.0249840147980365), ('GPR161', 3.688597406696516), ('SHH', 3.456244946821917), ('DRD5', 1.3681408883603077), ('NINL', 3.033252626126875), ('SPTBN5', 2.802032507149786), ('SSTR3', 2.301598544404828), ('GLIS2', 2.552696489794277), ('USH1G', 2.72783548146629), ('PLA2G3', 2.754637140510443), ('CDH23', 1.6767108422106274), ('PGAM4', 1.7916636365215448), ('USH1C', 1.705199750553789), ('ROPN1B', 0.7584130184007417)]",7,23,63.23327698144581,0.0666379161635328,1.4184971218111886,3.877769796418925,4.736518018674065
ABLIM3,"[('GLI3', 3.341613770722988), ('MYO7A', 2.3766070009961915), ('RAB11FIP3', 3.4398044045427523), ('ABLIM1', 2.9985700405670075), ('SNAP29', 2.293547108634304), ('PLA2G3', 1.885319707454005)]",7,6,16.33546203291725,0.005675349318613,-0.7228482937726516,-0.30101712498662414,-0.4948869510392736
PARD3,"[('GLI3', 3.250898077414919), ('EXOC6B', 4.775680858863424), ('ABLIM1', 5.310412447189144), ('WDPCP', 4.810357977459409), ('RFX3', 4.127641289441227), ('PCM1', 4.121629656648384), ('SNAP25', 2.264581605499343), ('PCDH15', 4.025564247074062), ('SCNN1A', 1.6742672403527046)]",1,9,34.36103339994261,0.0117474555804726,0.10019590673908585,0.11520613373854754,0.4283021612630802
ARL2,"[('TRAPPC3', 6.27552934071216), ('ATP6V1D', 3.808012220654964), ('RAB11A', 3.511204482051243), ('CSNK1D', 2.987825859146766), ('DNAAF2', 2.7359986097386484)]",0,5,19.31857051230378,0.0055028462998102,-0.586640121312283,-0.31284164938222364,-0.8026166551400582
HTT,"[('EXOC3', 4.077156113314286), ('TTC17', 6.303226490526498), ('EXOC6B', 5.418743878032648), ('TRAPPC9', 5.292700325861272), ('TTBK2', 5.761586389975644), ('WDPCP', 5.234590133860933), ('RAB11FIP3', 4.572279496524651), ('NEK4', 2.933286047289562), ('SSX2IP', 3.401000579683675)]",1,9,42.99456945506917,0.0029498016215283,0.49440154024703015,-0.487844610437127,0.4283021612630802
TMEM138,"[('EXOC3', 4.028355686470787), ('CBY1', 4.285766729120258), ('CROCC', 3.3936511191196512), ('SNAP29', 4.570701316832695), ('PARD6A', 5.043751018119995), ('HYLS1', 4.357266885057706), ('INPP5E', 4.261114978441561), ('BBS12', 3.770473053821101), ('CEP72', 3.42808686566564), ('NME8', 3.0537095700040813), ('KIF7', 3.028891529446597), ('RAB17', 2.4152183101758995), ('OXCT2', 1.625101557580345)]",6,13,47.26208861985632,0.0175780576160082,0.689255663183516,0.5148750583098747,1.6592209776662186
SNAP29,"[('RAB8A', 5.104025345027557), ('TBC1D7', 3.812704714547782), ('TMEM138', 4.570701316832695), ('RAB10', 4.4306359786029095), ('DVL1', 3.634207809067903), ('RILPL1', 3.498690573488455), ('ABLIM3', 2.293547108634304), ('RILPL2', 2.2463051682435013), ('STX3', 1.7407194051270642)]",7,9,31.33153741957217,0.012627220976367,-0.03813031029716127,0.17551120815611296,0.4283021612630802
WDPCP,"[('TTC17', 7.1140689288769), ('AGBL4', 6.1878320332568055), ('EXOC4', 5.998267028837675), ('INVS', 5.590630641719656), ('FUZ', 5.520616060101953), ('HTT', 5.234590133860933), ('TTBK2', 4.681431776743708), ('ABLIM1', 4.480422230088101), ('PARD3', 4.810357977459409), ('NME8', 1.5000855560592865), ('RHO', 1.2252579960277106)]",1,11,52.34356036303214,0.0099879247886838,0.9212747078577874,-0.005404015096583246,1.0437615694646494
RFX3,"[('TTC17', 6.98616607594359), ('EXOC4', 5.769426757524887), ('IFT43', 4.911283314088864), ('DYNC2H1', 4.902475327358911), ('TTBK2', 4.656070141208224), ('ABLIM1', 4.286901527092008), ('PARD3', 4.127641289441227), ('RPGR', 3.682252894000455)]",1,8,39.32221732665817,0.0029843022252889,0.3267226323232148,-0.48547970555800435,0.1205724571622956
PCM1,"[('TTC17', 6.222611709069764), ('SDCCAG8', 6.930475543836965), ('NIN', 6.653692872747723), ('PIBF1', 5.630160249920752), ('CEP290', 5.625412169154444), ('TRIP11', 4.68767231377642), ('ASAP1', 4.709553432028942), ('SCLT1', 5.418295998217463), ('PARD3', 4.121629656648384), ('OFD1', 2.964892693643538), ('ODF2', 3.4198916744786976), ('CTNNB1', 3.655019723139948), ('SYNE2', 3.3260399128369773)]",1,13,63.365347949500006,0.0040365706399862,1.4245274573883357,-0.41335010674483263,1.6592209776662186
