Gene_1,Gene_2,Phylogenetic_Jaccard_Similarity
HTR6,ROPN1B,0.4166666666666667
HTR6,PTPN23,0.2765957446808511
HTR6,EHD1,0.16901408450704225
HTR6,SPTBN5,0.375
HTR6,DNAH9,0.2
HTR6,EHD3,0.20833333333333334
HTR6,PKD2L1,0.3684210526315789
HTR6,ICK,0.175
HTR6,SSX2IP,0.5714285714285714
HTR6,ATP6V1D,0.1553398058252427
HTR6,CFAP20,0.2077922077922078
HTR6,BBIP1,0.6666666666666666
HTR6,MCIDAS,0.47058823529411764
HTR6,ABLIM1,0.4838709677419355
HTR6,ZMYND10,0.2153846153846154
HTR6,ABLIM3,0.42424242424242425
HTR6,PCNT,0.5652173913043478
HTR6,CCNO,0.5555555555555556
HTR6,CSNK1D,0.15625
HTR6,ACTR2,0.18072289156626506
HTR6,RAB1A,0.15
HTR6,FNBP1L,0.36585365853658536
HTR6,CATIP,0.4230769230769231
HTR6,CCDC13,0.39473684210526316
HTR6,RAB8B,0.1794871794871795
HTR6,TTC17,0.39473684210526316
HTR6,CCDC113,0.3018867924528302
HTR6,C5orf42,0.8823529411764706
HTR6,AVIL,0.208955223880597
HTR6,GSN,0.24193548387096775
HTR6,ACTR3,0.17857142857142858
HTR6,PARVA,0.34146341463414637
HTR6,PLA2G3,0.5357142857142857
ADCY3,AHI1,0.52
ADCY3,ALMS1,0.4117647058823529
ADCY3,ARL13B,0.4727272727272727
ADCY3,ARF4,0.453125
ADCY3,ARL3,0.45714285714285713
ADCY3,ARL6,0.5
ADCY3,ASAP1,0.5106382978723404
ADCY3,ATXN10,0.42857142857142855
ADCY3,B9D1,0.48484848484848486
ADCY3,B9D2,0.45161290322580644
ADCY3,BBS12,0.40540540540540543
ADCY3,BBS1,0.4918032786885246
ADCY3,BBS10,0.45714285714285713
ADCY3,BBS2,0.5166666666666667
ADCY3,BBS4,0.5
ADCY3,BBS5,0.46153846153846156
ADCY3,BBS7,0.4838709677419355
ADCY3,C2CD3,0.5641025641025641
ADCY3,CC2D2A,0.5
ADCY3,CDH23,0.5
ADCY3,C2orf71,0.3333333333333333
ADCY3,CBY1,0.5
ADCY3,CCDC103,0.45
ADCY3,CCDC114,0.3111111111111111
ADCY3,CCDC28B,0.475
ADCY3,CCDC37,0.41818181818181815
ADCY3,CCDC40,0.359375
ADCY3,CCDC39,0.4444444444444444
ADCY3,CEP104,0.4626865671641791
ADCY3,CEP164,0.34615384615384615
ADCY3,CEP290,0.5555555555555556
ADCY3,CENPJ,0.4117647058823529
ADCY3,CEP41,0.34545454545454546
ADCY3,CEP72,0.35
ADCY3,CEP83,0.32432432432432434
ADCY3,CEP89,0.5277777777777778
ADCY3,CEP97,0.625
ADCY3,C8orf37,0.30434782608695654
ADCY3,CLDN2,0.2702702702702703
ADCY3,CLUAP1,0.4852941176470588
ADCY3,CNGA2,0.5740740740740741
ADCY3,CNGA4,0.5510204081632653
ADCY3,CNGB1,0.48936170212765956
ADCY3,CCP110,0.3783783783783784
ADCY3,CEP131,0.47058823529411764
ADCY3,CEP135,0.5813953488372093
ADCY3,CEP250,0.3333333333333333
ADCY3,CROCC,0.625
ADCY3,CRB3,0.23529411764705882
ADCY3,CTNNB1,0.6046511627906976
ADCY3,C21orf2,0.5
ADCY3,DNAAF1,0.39473684210526316
ADCY3,DNAAF3,0.45454545454545453
ADCY3,DCDC2,0.4418604651162791
ADCY3,DISC1,0.29411764705882354
ADCY3,DNAI1,0.38571428571428573
ADCY3,DNAI2,0.4411764705882353
ADCY3,DNAL1,0.4393939393939394
ADCY3,DPCD,0.43137254901960786
ADCY3,DPYSL2,0.47368421052631576
ADCY3,DRC1,0.40625
ADCY3,DRD1,0.5526315789473685
ADCY3,DRD2,0.5405405405405406
ADCY3,DRD5,0.6216216216216216
ADCY3,DVL1,0.5581395348837209
ADCY3,DNAH10,0.38235294117647056
ADCY3,DNAH11,0.2878787878787879
ADCY3,DNAH1,0.2835820895522388
ADCY3,DNAH2,0.40625
ADCY3,DNAH5,0.4
ADCY3,DNAH6,0.38461538461538464
ADCY3,DYNC2H1,0.4117647058823529
ADCY3,DYNLT1,0.4533333333333333
ADCY3,DYX1C1,0.45454545454545453
ADCY3,EFHC1,0.3783783783783784
ADCY3,EVC,0.3142857142857143
ADCY3,EXOC6B,0.43661971830985913
ADCY3,EXOC3,0.5769230769230769
ADCY3,EXOC4,0.44776119402985076
ADCY3,EXOC6,0.44776119402985076
ADCY3,EXOC5,0.4305555555555556
ADCY3,FAM161A,0.4473684210526316
ADCY3,FBF1,0.4166666666666667
ADCY3,FLNA,0.5
ADCY3,FOPNL,0.42592592592592593
ADCY3,FOXJ1,0.4897959183673469
ADCY3,WDPCP,0.5476190476190477
ADCY3,RPGRIP1L,0.4888888888888889
ADCY3,FUZ,0.47619047619047616
ADCY3,GAS8,0.38028169014084506
ADCY3,TUBGCP2,0.3218390804597701
ADCY3,TUBGCP4,0.4375
ADCY3,TUBGCP3,0.30927835051546393
ADCY3,TUBGCP5,0.40384615384615385
ADCY3,TUBGCP6,0.45652173913043476
ADCY3,GLI1,0.627906976744186
ADCY3,GLI2,0.6136363636363636
ADCY3,GLI3,0.6222222222222222
ADCY3,GLIS2,0.5135135135135135
ADCY3,GPR161,0.40540540540540543
ADCY3,GPR98,0.425
ADCY3,GSK3B,0.32673267326732675
ADCY3,HAP1,0.23529411764705882
ADCY3,HTT,0.5098039215686274
ADCY3,HEATR2,0.45161290322580644
ADCY3,HNF1B,0.3076923076923077
ADCY3,HSPA8,0.3106796116504854
ADCY3,HYDIN,0.3939393939393939
ADCY3,HYLS1,0.3611111111111111
ADCY3,DNALI1,0.4696969696969697
ADCY3,IFT122,0.4626865671641791
ADCY3,IFT140,0.45588235294117646
ADCY3,IFT172,0.47058823529411764
ADCY3,IFT20,0.5818181818181818
ADCY3,IFT22,0.46551724137931033
ADCY3,HSPB11,0.4318181818181818
ADCY3,IFT27,0.32142857142857145
ADCY3,IFT46,0.47761194029850745
ADCY3,IFT52,0.42857142857142855
ADCY3,IFT43,0.4634146341463415
ADCY3,IFT57,0.5076923076923077
ADCY3,IFT80,0.49230769230769234
ADCY3,IFT74,0.43103448275862066
ADCY3,IFT81,0.4375
ADCY3,IFT88,0.4714285714285714
ADCY3,INPP5E,0.4444444444444444
ADCY3,INTU,0.5853658536585366
ADCY3,INVS,0.4090909090909091
ADCY3,IQCB1,0.38461538461538464
ADCY3,JADE1,0.5
ADCY3,AK7,0.5
ADCY3,AK8,0.4032258064516129
ADCY3,KIF19,0.35714285714285715
ADCY3,KIF17,0.4
ADCY3,KIF24,0.22727272727272727
ADCY3,KIF3B,0.48484848484848486
ADCY3,KIF3A,0.4225352112676056
ADCY3,KIF3C,0.4375
ADCY3,KIF27,0.3191489361702128
ADCY3,KIF7,0.3170731707317073
ADCY3,DNAAF2,0.43333333333333335
ADCY3,EVC2,0.4
ADCY3,LCA5,0.4473684210526316
ADCY3,PAFAH1B1,0.4307692307692308
ADCY3,LZTFL1,0.425531914893617
ADCY3,MAK,0.36585365853658536
ADCY3,MAL,0.3333333333333333
ADCY3,MAPRE1,0.3333333333333333
ADCY3,MCHR1,0.3611111111111111
ADCY3,MDM1,0.37142857142857144
ADCY3,TRAF3IP1,0.484375
ADCY3,MKKS,0.45
ADCY3,MKS1,0.5294117647058824
ADCY3,TMEM67,0.45161290322580644
ADCY3,MLF1,0.55
ADCY3,MNS1,0.4117647058823529
ADCY3,MYO15A,0.5416666666666666
ADCY3,MYO7A,0.5714285714285714
ADCY3,NME5,0.42105263157894735
ADCY3,NME7,0.3472222222222222
ADCY3,NEK1,0.2692307692307692
ADCY3,NEK2,0.3
ADCY3,NEK4,0.3125
ADCY3,NEK8,0.54
ADCY3,NINL,0.39473684210526316
ADCY3,NIN,0.4166666666666667
ADCY3,NOTO,0.2647058823529412
ADCY3,NPHP1,0.47368421052631576
ADCY3,NPHP3,0.2714285714285714
ADCY3,NPHP4,0.5
ADCY3,NUP214,0.56
ADCY3,NUP37,0.6153846153846154
ADCY3,NUP35,0.49122807017543857
ADCY3,NUP62,0.375
ADCY3,NUP93,0.41333333333333333
ADCY3,OCRL,0.4
ADCY3,ODF2,0.5405405405405406
ADCY3,OFD1,0.45454545454545453
ADCY3,ORC1,0.336734693877551
ADCY3,PACRG,0.4
ADCY3,PARD6A,0.6
ADCY3,PARD3,0.6046511627906976
ADCY3,PCDH15,0.5405405405405406
ADCY3,PCM1,0.47368421052631576
ADCY3,PDE6D,0.5272727272727272
ADCY3,PDZD7,0.4857142857142857
ADCY3,PIBF1,0.40816326530612246
ADCY3,PKD1L1,0.34285714285714286
ADCY3,PKD1,0.40540540540540543
ADCY3,PKD2,0.46938775510204084
ADCY3,PKHD1,0.23404255319148937
ADCY3,PLK1,0.3522727272727273
ADCY3,POC1A,0.39705882352941174
ADCY3,PTCH1,0.5957446808510638
ADCY3,BBS9,0.4576271186440678
ADCY3,PTPDC1,0.4666666666666667
ADCY3,RAB17,0.25
ADCY3,RAB23,0.4
ADCY3,RAB3IP,0.5
ADCY3,RAB8A,0.37037037037037035
ADCY3,RANBP1,0.2948717948717949
ADCY3,RAN,0.3047619047619048
ADCY3,RAB11A,0.3137254901960784
ADCY3,RAB11FIP3,0.5476190476190477
ADCY3,RFX3,0.5094339622641509
ADCY3,RILPL1,0.675
ADCY3,RILPL2,0.3333333333333333
ADCY3,ROPN1L,0.5581395348837209
ADCY3,RP1,0.42857142857142855
ADCY3,RPGRIP1,0.32432432432432434
ADCY3,RPGR,0.4782608695652174
ADCY3,RSPH4A,0.41935483870967744
ADCY3,RSPH3,0.4090909090909091
ADCY3,RSPH9,0.45901639344262296
ADCY3,RSPH1,0.4603174603174603
ADCY3,RTTN,0.4878048780487805
ADCY3,SLC47A2,0.16883116883116883
ADCY3,SASS6,0.3333333333333333
ADCY3,SCLT1,0.3333333333333333
ADCY3,SDCCAG8,0.4444444444444444
ADCY3,POMK,0.38095238095238093
ADCY3,SHH,0.5121951219512195
ADCY3,SMO,0.5897435897435898
ADCY3,SNAP25,0.5769230769230769
ADCY3,SNX10,0.3611111111111111
ADCY3,SPA17,0.4166666666666667
ADCY3,SPAG6,0.391304347826087
ADCY3,SPATA7,0.3611111111111111
ADCY3,SPEF2,0.46153846153846156
ADCY3,SPAG16,0.30158730158730157
ADCY3,SPAG17,0.5121951219512195
ADCY3,SSNA1,0.34328358208955223
ADCY3,SSTR3,0.375
ADCY3,STK38L,0.29473684210526313
ADCY3,STIL,0.43243243243243246
ADCY3,STK36,0.323943661971831
ADCY3,STOML3,0.3269230769230769
ADCY3,STX3,0.35555555555555557
ADCY3,SUFU,0.5952380952380952
ADCY3,SYNE2,0.47368421052631576
ADCY3,TUBA1A,0.29411764705882354
ADCY3,TUBA1C,0.30392156862745096
ADCY3,TUBA4A,0.1958762886597938
ADCY3,TUBB2A,0.21875
ADCY3,TUBB2B,0.23711340206185566
ADCY3,TUBB3,0.15053763440860216
ADCY3,TBC1D30,0.5333333333333333
ADCY3,TBC1D7,0.6153846153846154
ADCY3,TUBE1,0.36764705882352944
ADCY3,TCTN3,0.3333333333333333
ADCY3,TCTN2,0.42857142857142855
ADCY3,TCTN1,0.32432432432432434
ADCY3,TEKT2,0.5365853658536586
ADCY3,TEKT4,0.41025641025641024
ADCY3,TEKT5,0.425
ADCY3,LRRC6,0.38571428571428573
ADCY3,TMEM138,0.5128205128205128
ADCY3,TMEM216,0.4864864864864865
ADCY3,TMEM231,0.5
ADCY3,TMEM237,0.4
ADCY3,TNPO1,0.29896907216494845
ADCY3,NGFR,0.43243243243243246
ADCY3,TOPORS,0.48
ADCY3,TRAPPC10,0.4375
ADCY3,TRAPPC3,0.336734693877551
ADCY3,TRAPPC9,0.5283018867924528
ADCY3,TPPP2,0.32558139534883723
ADCY3,TRIM32,0.34285714285714286
ADCY3,TRIP11,0.5714285714285714
ADCY3,TTC21B,0.4492753623188406
ADCY3,TTC30A,0.4714285714285714
ADCY3,TTC30B,0.4714285714285714
ADCY3,TTC12,0.40540540540540543
ADCY3,TTBK2,0.6041666666666666
ADCY3,TTC26,0.515625
ADCY3,TTC29,0.35
ADCY3,TTC8,0.453125
ADCY3,TTK,0.30434782608695654
ADCY3,TTLL3,0.4423076923076923
ADCY3,TTLL6,0.35526315789473684
ADCY3,TTLL9,0.4098360655737705
ADCY3,TULP1,0.390625
ADCY3,TULP3,0.42424242424242425
ADCY3,NME8,0.5581395348837209
ADCY3,ULK4,0.3333333333333333
ADCY3,USH1G,0.5365853658536586
ADCY3,USH2A,0.4146341463414634
ADCY3,USH1C,0.5675675675675675
ADCY3,VDAC3,0.4827586206896552
ADCY3,VHL,0.4444444444444444
ADCY3,WDR19,0.4393939393939394
ADCY3,WDR35,0.43661971830985913
ADCY3,WDR60,0.5
ADCY3,WDR78,0.4098360655737705
ADCY3,DFNB31,0.5609756097560976
ADCY3,XPNPEP3,0.3974358974358974
ADCY3,RP2,0.4
ADCY3,ZNF423,0.4473684210526316
ADCY3,CCDC151,0.4528301886792453
ADCY3,UNC119B,0.5
ADCY3,PROM1,0.5813953488372093
ADCY3,CABYR,0.22857142857142856
ADCY3,AKAP3,0.23529411764705882
ADCY3,SNAP29,0.6511627906976745
ADCY3,UMOD,0.2894736842105263
ADCY3,RHO,0.4
ADCY3,GNAT1,0.2
ADCY3,PRKACA,0.3488372093023256
ADCY3,GNAT2,0.21666666666666667
ADCY3,ARL2,0.3263157894736842
ADCY3,SCNN1A,0.4358974358974359
ADCY3,RAB15,0.42857142857142855
ADCY3,TAS2R43,0.29411764705882354
ADCY3,RAB10,0.35064935064935066
ADCY3,RAB14,0.48484848484848486
ADCY3,TBCC,0.3625
ADCY3,AKAP4,0.25
ADCY3,TCTEX1D4,0.25
ADCY3,ARMC4,0.4827586206896552
ADCY3,CEP162,0.4878048780487805
ADCY3,AGBL2,0.4032258064516129
ADCY3,AGBL4,0.4444444444444444
ADCY3,CCSAP,0.3055555555555556
ADCY3,DZIP1,0.4772727272727273
ADCY3,DZIP1L,0.4375
ADCY3,PGAM4,0.24675324675324675
ADCY3,POC1B,0.3484848484848485
ADCY3,DNAH7,0.3880597014925373
ADCY3,HAVCR1,0.2647058823529412
ADCY3,C5orf30,0.37142857142857144
ADCY3,MARK4,0.38095238095238093
ADCY3,CEP19,0.45
ADCY3,ADCY10,0.3559322033898305
ADCY3,KIAA0586,0.3142857142857143
ADCY3,OXCT2,0.28169014084507044
ADCY3,ROPN1B,0.3684210526315789
ADCY3,PTPN23,0.56
ADCY3,EHD1,0.3835616438356164
ADCY3,SPTBN5,0.55
ADCY3,DNAH9,0.37142857142857144
ADCY3,EHD3,0.4189189189189189
ADCY3,PKD2L1,0.42857142857142855
ADCY3,ICK,0.36585365853658536
ADCY3,SSX2IP,0.4418604651162791
ADCY3,ATP6V1D,0.3173076923076923
ADCY3,CFAP20,0.44155844155844154
ADCY3,BBIP1,0.3333333333333333
ADCY3,MCIDAS,0.22857142857142856
ADCY3,ABLIM1,0.6410256410256411
ADCY3,ZMYND10,0.4057971014492754
ADCY3,ABLIM3,0.625
ADCY3,PCNT,0.4594594594594595
ADCY3,CCNO,0.24324324324324326
ADCY3,CSNK1D,0.29
