,scGPT_bc_embeddings_similarities,scGPT_pancancer_embeddings_similarities,scGPT_CP_embeddings_similarities,scGPT_lung_embeddings_similarities,scGPT_heart_embeddings_similarities,scGPT_brain_embeddings_similarities,scGPT_kidney_embeddings_similarities,scGPT_human_embeddings_similarities,GF-6L30M_HUMANemb_similarities,GF-20L95M_HUMANemb_similarities,GF-12L95M_HUMANemb_similarities,GF-12L95MCANCER_UNIPROT_HUMANemb_similarities,GF-12L30M_HUMANemb_similarities,Correlation,Same_Complex,GeneAB,Random Forest_n10000 predictions,Random Forest_n10000 probabilities,Gene_A,Gene_B,Phylogenetic_Jaccard_Similarity,prob_z,jaccard_z,composite_score
7913,0.07991147041320801,0.10286584496498108,0.2630400061607361,0.02087746001780033,0.005432536825537682,0.2899240553379059,-0.026472587138414383,0.26390764117240906,0.3111816644668579,0.1029292643070221,0.8505301475524902,0.880865216255188,0.821951687335968,0.06639488312270306,0,NUP62_POC1A,1,0.6297,NUP62,POC1A,0.4482758620689655,-0.08767742394591606,-0.26541181253208834,-0.3530892364780044
29223,0.09765499830245972,0.3532586991786957,0.30321067571640015,0.05793345347046852,0.057715438306331635,0.32225024700164795,0.007272613700479269,0.30252569913864136,0.4058140814304352,0.19352850317955017,0.7306996583938599,0.8219194412231445,0.7732011079788208,0.27932433618534175,0,WDPCP_PIBF1,1,0.5738,WDPCP,PIBF1,0.5348837209302325,-0.5825209649279028,0.2266724951332334,-0.35584846979466944
3527,0.12316474318504333,0.3001757860183716,0.32670941948890686,0.00839860551059246,0.049902480095624924,0.36660951375961304,0.01943015307188034,0.327445924282074,0.5782526135444641,0.15889595448970795,0.8421445488929749,0.9154319763183594,0.8883358836174011,0.3969889552842037,0,STK36_PTPN23,1,0.7028,STK36,PTPN23,0.3333333333333333,0.55942566810745,-0.9184866652977937,-0.3590609971903437
8081,0.0773082748055458,0.2384839653968811,0.27671992778778076,0.054655417799949646,0.18133032321929932,0.25956979393959045,0.09078249335289001,0.27635806798934937,0.3239930272102356,0.12838950753211975,0.594723105430603,0.7450367212295532,0.6687557697296143,0.3652950038621842,0,EXOC6B_ASAP1,1,0.6093,EXOC6B,ASAP1,0.4788732394366197,-0.2682643333561586,-0.09156512637333038,-0.359829459729489
12744,0.2750166356563568,0.1513824760913849,0.14043521881103516,0.050022613257169724,0.017862733453512192,-0.025313397869467735,0.08890673518180847,0.14032018184661865,0.23198026418685913,0.1057964563369751,0.7025693655014038,0.7809203863143921,0.7319357395172119,0.1429553465401582,0,VDAC3_TUBA1C,1,0.6173,VDAC3,TUBA1C,0.4660194174757281,-0.1974459375090049,-0.16459734496922732,-0.36204328247823225
23612,0.09069539606571198,0.18177373707294464,0.21665720641613007,0.09092998504638672,0.016139212995767593,0.18461613357067108,0.019361555576324463,0.21722212433815002,0.35838669538497925,0.1736067235469818,0.8058319091796875,0.8806633949279785,0.8398168087005615,0.18078041815612184,0,ARL13B_ULK4,1,0.5697,ARL13B,ULK4,0.5396825396825397,-0.618815392799569,0.2539381894292103,-0.36487720337035867
22149,0.08194805681705475,0.21921083331108093,0.19445601105690002,0.10993795841932297,0.03908533602952957,0.08148375898599625,0.03994206339120865,0.19509369134902954,0.3549928069114685,0.24195745587348938,0.8403100967407227,0.9065784215927124,0.8200416564941406,0.24652084371165173,0,DPCD_RSPH3,1,0.5266,DPCD,RSPH3,0.6065573770491803,-1.0003495004261096,0.6339043781616697,-0.3664451222644399
1359,0.07760772854089737,0.20222225785255432,0.16857847571372986,0.06814467906951904,0.02779165282845497,0.27216047048568726,0.017503011971712112,0.1696942150592804,0.2841629385948181,0.22222822904586792,0.8727474212646484,0.8944344520568848,0.8147179484367371,0.2976579013679245,0,PARD6A_NUP37,1,0.5574,PARD6A,NUP37,0.5581395348837209,-0.7276986764145675,0.35880624441373676,-0.36889243200083077
20730,0.17411884665489197,0.2162654995918274,0.1677754819393158,-0.010882074013352394,-0.01879950612783432,0.16619262099266052,-0.024390079081058502,0.16599833965301514,0.4768303334712982,0.10720181465148926,0.8245816230773926,0.8387078046798706,0.8569754362106323,0.38006032534824774,0,EXOC5_TUBGCP3,1,0.5064,EXOC5,TUBGCP3,0.6363636363636364,-1.1791659499401725,0.8032561283572474,-0.3759098215829252
21326,0.2066337913274765,0.31357675790786743,0.2500603199005127,0.1932290941476822,0.09240446239709854,0.29332464933395386,-0.0031090611591935158,0.25941288471221924,0.4967310428619385,0.2757493257522583,0.7386556267738342,0.8561171293258667,0.49305176734924316,0.09458279950145396,0,ROPN1L_DNAH5,1,0.5987,ROPN1L,DNAH5,0.4923076923076923,-0.36209870785363674,-0.015233907395687618,-0.3773326152493244
19885,0.11302854865789413,0.16954520344734192,0.08623404800891876,0.038718655705451965,0.06375357508659363,-0.011441675946116447,0.01908092014491558,0.08598966896533966,0.11393949389457703,0.1550542116165161,0.7701258659362793,0.8204463124275208,0.8149776458740234,0.16942604465871558,0,RAB14_MAPRE1,1,0.5622,RAB14,MAPRE1,0.5490196078431373,-0.6852076389062751,0.3069890878331476,-0.3782185510731275
20675,0.19379876554012299,0.20679816603660583,0.19931235909461975,0.1496203988790512,-0.051295213401317596,0.12137791514396667,0.0011375416070222855,0.1999664604663849,0.3716312050819397,0.15651239454746246,0.7793267965316772,0.8490117192268372,0.8197495341300964,0.08055945421518769,0,DNAH7_SPAG16,1,0.5463,DNAH7,SPAG16,0.5735294117647058,-0.8259592006524932,0.4462476961434813,-0.37971150450901187
5080,0.2745775580406189,0.2734336853027344,0.2495829463005066,0.14845013618469238,0.043067023158073425,0.25767427682876587,-0.011737138032913208,0.253979355096817,0.528072714805603,0.2764153778553009,0.7859959602355957,0.8802682161331177,0.731255054473877,0.40629208916659526,0,HYDIN_NME5,1,0.5351,HYDIN,NME5,0.5909090909090909,-0.9251049548385082,0.5449947093089914,-0.3801102455295168
7406,0.11038001626729965,0.11240857094526291,0.18256455659866333,0.022327862679958344,0.0028965994715690613,0.1668790578842163,-0.00839262641966343,0.18319886922836304,0.17493215203285217,0.13372938334941864,0.7473433017730713,0.8343510627746582,0.6917718648910522,0.25334345814521303,0,KIF3B_C2CD3,1,0.6575,KIF3B,C2CD3,0.4,0.15841650162294232,-0.5397032506936844,-0.3812867490707421
2879,0.12732559442520142,0.19682982563972473,0.12287367135286331,-0.011526426300406456,-0.003705352544784546,0.056080255657434464,-0.040047936141490936,0.1227998211979866,0.43817055225372314,0.11614027619361877,0.8356626033782959,0.8907784223556519,0.8611129522323608,0.11323839223193748,0,CEP104_SPEF2,1,0.5093,CEP104,SPEF2,0.6307692307692307,-1.153494281445579,0.7714701075513081,-0.382024173894271
19070,0.12356703728437424,0.21548891067504883,0.18378742039203644,0.04898710176348686,0.06226389855146408,0.23541733622550964,0.020415663719177246,0.18462695181369781,0.22752177715301514,0.0656089335680008,0.8411699533462524,0.8876674175262451,0.8431543707847595,0.13343192923064429,0,TCTN3_TOPORS,1,0.6544,TCTN3,TOPORS,0.4042553191489361,0.13097437323217037,-0.5155255859317206,-0.3845512126995502
14477,0.1657835841178894,0.41455549001693726,0.28729021549224854,0.12069698423147202,-0.021713975816965103,0.2804151773452759,-0.006175445392727852,0.2877442240715027,0.5452455878257751,0.28916245698928833,0.858543872833252,0.8788248896598816,0.8596853017807007,0.09394805668189023,0,TMEM67_DNAH6,1,0.5421,TMEM67,DNAH6,0.5774647887323944,-0.8631388584722487,0.4686075290271127,-0.39453132944513597
23263,0.048541147261857986,0.14129655063152313,0.18213370442390442,0.06872250139713287,0.04379895329475403,0.1473567932844162,0.0895710438489914,0.18242250382900238,0.15649911761283875,0.0740026906132698,0.7298306226730347,0.824847400188446,0.8044112324714661,0.1563640528087103,0,TTC17_IFT43,1,0.5682,TTC17,IFT43,0.5365853658536586,-0.6320938420209098,0.23634081825131945,-0.3957530237695903
13807,0.10039429366588593,0.4036221504211426,0.33170565962791443,0.16296298801898956,0.022112060338258743,0.08569754660129547,0.002506544813513756,0.3315357565879822,0.37941938638687134,0.2702968716621399,0.8454315066337585,0.8886775970458984,0.8391744494438171,0.35099424866585033,0,B9D1_IFT43,1,0.6653,B9D1,IFT43,0.3846153846153846,0.2274644375739174,-0.6271148079100176,-0.3996503703361002
23643,0.07814721763134003,0.2158009111881256,0.15985018014907837,0.03556176275014877,0.007119299843907356,0.12514576315879822,0.012550249695777893,0.15991970896720886,0.2758897542953491,0.10947944223880768,0.8080798983573914,0.8810458183288574,0.8758355975151062,0.3282599677912831,0,PCNT_CEP290,1,0.5547,PCNT,CEP290,0.5555555555555556,-0.7515998850129822,0.3441247167159033,-0.40747516829707897
22858,0.1253257393836975,0.28140926361083984,0.2526513934135437,0.1897876262664795,0.10337281227111816,0.2960236966609955,0.09783917665481567,0.2508607506752014,0.42454594373703003,0.14244820177555084,0.8226860165596008,0.862296462059021,0.8335188627243042,0.011318862109281565,0,CBY1_RSPH1,1,0.6566,CBY1,RSPH1,0.396551724137931,0.15044943209013745,-0.5592954962766559,-0.4088460641865184
16915,0.14278638362884521,0.34194472432136536,0.28244248032569885,0.10047832131385803,0.030269961804151535,0.32700449228286743,0.025389548391103745,0.2830299735069275,0.4818115234375,0.16547389328479767,0.7823851108551025,0.8784238696098328,0.7743258476257324,0.42609512283742534,0,TMEM67_NME5,1,0.5943,TMEM67,NME5,0.4927536231884058,-0.4010488255695709,-0.012700239070576227,-0.4137490646401471
7206,0.08813205361366272,0.17241337895393372,0.27107131481170654,0.053844042122364044,0.019328201189637184,0.21514937281608582,-0.002521352842450142,0.27095988392829895,0.4164627194404602,0.09335380792617798,0.777664303779602,0.8540664315223694,0.8538296818733215,0.29838284715819297,0,KIF3B_TRIP11,1,0.6719,KIF3B,TRIP11,0.3714285714285714,0.2858896141478196,-0.7020389998097315,-0.4161493856619119
21739,0.2458898276090622,0.30843791365623474,0.23979488015174866,0.17711584270000458,-0.022873960435390472,0.2668764591217041,-0.03217868134379387,0.23955829441547394,0.5049165487289429,0.2900066077709198,0.8049421310424805,0.8567910194396973,0.715823769569397,0.09696854964001717,0,SPAG6_DNAH11,1,0.501,SPAG6,DNAH11,0.6376811594202898,-1.2269683671370009,0.8107419665905299,-0.416226400546471
24445,0.16477885842323303,0.4081495702266693,0.24561485648155212,0.11438252031803131,0.027548402547836304,0.1442839801311493,0.010066182352602482,0.24162515997886658,0.4727482795715332,0.15420255064964294,0.8378478288650513,0.895103931427002,0.8461718559265137,0.4198596489459623,0,RSPH9_NPHP1,1,0.6998,RSPH9,NPHP1,0.3275862068965517,0.5328687696647674,-0.9511404079360788,-0.4182716382713114
16005,0.0948050320148468,0.15437208116054535,0.30913716554641724,-0.02975659817457199,0.06100735068321228,0.35531583428382874,-0.00850248709321022,0.3089163303375244,0.2740941643714905,0.15652023255825043,0.7214632034301758,0.811985969543457,0.8180516958236694,-0.017851846240761332,0,ATXN10_GSK3B,1,0.6864,ATXN10,GSK3B,0.3465346534653465,0.41424795662078523,-0.8434800485445048,-0.4292320919237195
17983,0.0514458604156971,0.1594514548778534,0.16295680403709412,0.0207173153758049,0.0004261210560798645,0.08460655808448792,-0.012999221682548523,0.1627819985151291,0.2529156804084778,0.15043628215789795,0.8129265904426575,0.8770798444747925,0.7818474173545837,0.3848516351206987,0,BBIP1_CEP89,1,0.5291,BBIP1,CEP89,0.5909090909090909,-0.9782187517238735,0.5449947093089914,-0.4332240424148821
8996,0.0997205451130867,0.1784743368625641,0.2944524884223938,0.13829976320266724,0.03980650752782822,0.17887355387210846,0.030358431860804558,0.29469648003578186,0.30671823024749756,0.15053382515907288,0.7781094312667847,0.8485990762710571,0.8633222579956055,0.25572131607078924,0,DYNC2H1_IFT43,1,0.6812,DYNC2H1,IFT43,0.3538461538461538,0.36821599932013555,-0.8019379223426832,-0.4337219230225477
18736,0.07559219002723694,0.24455341696739197,0.22406511008739471,0.10216496884822845,0.07800458371639252,0.1772940754890442,0.07139752805233002,0.22454360127449036,0.3936377167701721,0.14086918532848358,0.8353863954544067,0.8976038694381714,0.8766316175460815,0.2140477389003798,0,TUBGCP5_CEP97,1,0.5942,TUBGCP5,CEP97,0.4893617021276595,-0.4019340555176612,-0.031972290692432445,-0.43390634621009366
13474,0.061602260917425156,0.273978054523468,0.2412554770708084,0.09835566580295563,0.01731925457715988,0.1821126490831375,0.016918521374464035,0.24182647466659546,0.4631690979003906,0.14883939921855927,0.8110945224761963,0.8763733506202698,0.8706977367401123,0.5229074806115864,0,SPEF2_IFT88,1,0.5175,SPEF2,IFT88,0.6086956521739131,-1.0809054257022468,0.6460535254583091,-0.4348519002439377
29383,0.10879123210906982,0.2988103926181793,0.22728663682937622,0.09360324591398239,0.07068299502134323,0.10607397556304932,0.04734436795115471,0.22792300581932068,0.4895804524421692,0.171488419175148,0.8635510802268982,0.9047431945800781,0.8494093418121338,0.2941275324545245,0,IFT52_NUP35,1,0.5352,IFT52,NUP35,0.581081081081081,-0.9242197248904189,0.4891544024877464,-0.43506532240267254
22703,0.1038808599114418,0.30371391773223877,0.30047208070755005,0.10610312223434448,0.0869799256324768,0.2661063075065613,0.07161884009838104,0.30169737339019775,0.46662262082099915,0.14740027487277985,0.8714580535888672,0.8973262310028076,0.8806220889091492,0.4146460468174332,0,CBY1_MKS1,1,0.6151,CBY1,MKS1,0.4565217391304347,-0.21692099636697199,-0.21856079048585345,-0.43548178685282546
18615,0.12325550615787506,0.35796135663986206,0.3000669479370117,0.11556896567344666,0.011913854628801346,0.17559953033924103,0.00046318769454956055,0.3008304834365845,0.47772079706192017,0.18645158410072327,0.8604363203048706,0.912172794342041,0.86690753698349,0.4546921432071265,0,TCTN1_IFT81,1,0.7557,TCTN1,IFT81,0.2372881355932203,1.027712310646754,-1.4641915846426967,-0.43647927399594266
11061,0.14859096705913544,0.2161318063735962,0.18606960773468018,0.10175850242376328,0.06136661022901535,0.025793971493840218,0.042967379093170166,0.1887672245502472,0.42100319266319275,0.11708885431289673,0.8665083050727844,0.9042888879776001,0.870519757270813,0.27000062714566453,0,UNC119B_XPNPEP3,1,0.6266,UNC119B,XPNPEP3,0.4382022471910112,-0.11511955233668802,-0.32264758614526273,-0.43776713848195076
22943,0.08473312109708786,0.3215859830379486,0.20146490633487701,0.09841640293598175,0.02710261382162571,0.13635404407978058,0.022228572517633438,0.19011536240577698,0.3221037983894348,0.1149003654718399,0.7264388799667358,0.8406785726547241,0.826669454574585,0.4976344807308343,0,TTC21B_RFX3,1,0.6034,TTC21B,RFX3,0.4736842105263157,-0.32049290029343364,-0.1210478977101961,-0.4415407980036297
16520,0.21378962695598602,0.4734373092651367,0.32800164818763733,0.24879269301891327,0.0848853588104248,0.3421826958656311,0.10860277712345123,0.3291441798210144,0.6341136693954468,0.3085290193557739,0.8291597366333008,0.8860148191452026,0.7254656553268433,0.04696458706368944,0,TEKT2_DNAAF3,1,0.6053,TEKT2,DNAAF3,0.4705882352941176,-0.3036735312797355,-0.13863845875992242,-0.44231199003965793
9176,0.08576814830303192,0.14138874411582947,0.2722100019454956,0.021506786346435547,0.006235045846551657,0.20551303029060364,0.03498814254999161,0.2718551456928253,0.2565438747406006,0.08562986552715302,0.6748814582824707,0.7367285490036011,0.8054428100585938,-0.2424702958790825,0,BBS9_AHI1,1,0.5259,BBS9,AHI1,0.5932203389830508,-1.0065461100627349,0.5581266458707668,-0.4484194641919681
16542,0.22079259157180786,0.3358003497123718,0.21880769729614258,0.218156099319458,0.04482337087392807,0.04476558417081833,0.009246598929166794,0.2197016328573227,0.45380210876464844,0.3251647353172302,0.7989173531532288,0.8549001812934875,0.7326763272285461,0.020308335511213808,0,TEKT2_SPAG17,1,0.5595,TEKT2,SPAG17,0.5405405405405406,-0.7091088475046897,0.258813136850113,-0.45029571065457674
24079,0.08025768399238586,0.2316734790802002,0.17584696412086487,0.015441307798027992,0.020079463720321655,0.16140657663345337,0.01896287500858307,0.17636454105377197,0.37639209628105164,0.15187783539295197,0.8296046257019043,0.8911733627319336,0.8984990119934082,0.11250625130916254,0,RPGRIP1L_CROCC,1,0.6146,RPGRIP1L,CROCC,0.4545454545454545,-0.22134714610741862,-0.22978954783577757,-0.4511366939431962
22277,0.24876399338245392,0.3678014874458313,0.282876193523407,0.2143332064151764,0.1047155112028122,0.26459673047065735,0.06674372404813766,0.2834674119949341,0.5448326468467712,0.21717020869255066,0.8179333209991455,0.8655004501342773,0.8276958465576172,0.44798190153834766,0,SPAG17_CCDC40,1,0.6959,SPAG17,CCDC40,0.3278688524590163,0.4983448016892798,-0.9495344861669832,-0.4511896844777034
7209,0.180323526263237,0.10294779390096664,0.11620085686445236,0.08967369794845581,0.08343712985515594,0.12460204213857651,0.05078672617673874,0.11582252383232117,0.16582182049751282,0.06749024987220764,0.6615108251571655,0.7353590726852417,0.7268946766853333,0.246872787208115,0,PCM1_CTNNB1,1,0.5592,PCM1,CTNNB1,0.5405405405405406,-0.7117645373489577,0.258813136850113,-0.45295140049884475
2021,0.1451757401227951,0.2631658911705017,0.20594140887260437,0.17030863463878632,0.06967101246118546,0.058362655341625214,0.07335574179887772,0.20644313097000122,0.3796995282173157,0.13631246984004974,0.8091633319854736,0.8672165870666504,0.7576266527175903,0.271697926343993,0,MNS1_ARL3,1,0.5759,MNS1,ARL3,0.5142857142857142,-0.563931136018025,0.10963974577050203,-0.45429139024752296
18020,0.14590424299240112,0.20664718747138977,0.1520404815673828,0.08798622339963913,0.07221846282482147,0.03295041620731354,0.03820709139108658,0.1527339071035385,0.22173812985420227,0.12773820757865906,0.8111370205879211,0.8669278025627136,0.80283123254776,0.36515791767077826,0,BBIP1_DPCD,1,0.7375,BBIP1,DPCD,0.2619047619047619,0.8666004600944796,-1.3243260380879103,-0.4577255779934307
8749,0.1475912630558014,0.3562892973423004,0.3535056710243225,0.13495086133480072,0.07044930011034012,0.270458847284317,0.07138460874557495,0.35417917370796204,0.6305664777755737,0.28325343132019043,0.870017409324646,0.9155956506729126,0.8280925750732422,0.2661812247520789,0,NEK2_STIL,1,0.7206,NEK2,STIL,0.288135593220339,0.7169965988673672,-1.1752889802836302,-0.45829238141626294
8160,0.06661169975996017,0.20262593030929565,0.19304734468460083,0.07899601012468338,0.09411823749542236,0.17771047353744507,0.08542020618915558,0.18918949365615845,0.3075406551361084,0.11554612219333649,0.8393712043762207,0.8690465688705444,0.8223598003387451,0.21760754066517257,0,TBC1D7_IFT20,1,0.5904,TBC1D7,IFT20,0.4909090909090909,-0.4355727935450584,-0.023180412597172278,-0.4587532061422307
13030,0.18561063706874847,0.1977384239435196,0.1033441573381424,0.021274060010910034,-0.0664137452840805,0.0459565594792366,-0.04821288213133812,0.10313644260168076,0.214008167386055,0.05231960862874985,0.6715848445892334,0.7596607208251953,0.8033502697944641,0.3511066781659997,0,CCP110_PCM1,1,0.5037,CCP110,PCM1,0.625,-1.2030671585385861,0.7386907735951833,-0.46437638494340283
20101,0.14832031726837158,0.22325874865055084,0.19576618075370789,0.08243624120950699,0.029914148151874542,0.12967126071453094,0.03865429013967514,0.1963651478290558,0.4395216703414917,0.15259405970573425,0.8221827149391174,0.8782631158828735,0.850654661655426,0.3294247016314753,0,EFHC1_INTU,1,0.6389,EFHC1,INTU,0.4142857142857143,-0.006236268721689476,-0.45853537613566103,-0.4647716448573505
15825,0.15396173298358917,0.1292782425880432,0.1120695099234581,0.022425003349781036,-0.011773006059229374,-0.020498622208833694,-0.002415267750620842,0.11235440522432327,0.3228611648082733,0.08228133618831635,0.7028268575668335,0.7757894396781921,0.7853831052780151,0.44558198910873426,0,CSNK1D_PAFAH1B1,1,0.596,CSNK1D,PAFAH1B1,0.4807692307692308,-0.3859999164520514,-0.08079257530793701,-0.4667924917599884
13434,0.0820838212966919,0.36467310786247253,0.2494947463274002,0.12091367691755295,-0.015695836395025253,0.17357006669044495,-0.0362897589802742,0.25010108947753906,0.5193177461624146,0.24185842275619507,0.8708601593971252,0.8976976871490479,0.9015474915504456,0.1698226962379063,0,SPEF2_TRAF3IP1,1,0.5134,SPEF2,TRAF3IP1,0.609375,-1.117199853573913,0.6499134107973453,-0.4672864427765676
21510,0.10294254869222641,0.3009866774082184,0.2547803521156311,0.2587682008743286,0.16316130757331848,0.27458590269088745,0.14093489944934845,0.25578731298446655,0.3989722728729248,0.16394785046577454,0.8242735862731934,0.8546386957168579,0.7702431678771973,0.3317445312460884,0,DRC1_IFT27,1,0.5194,DRC1,IFT27,0.6,-1.0640860566885477,0.5966469931186423,-0.4674390635699054
13832,0.11369524896144867,0.3490625321865082,0.3981137275695801,0.09284119307994843,0.07923462986946106,0.4066280126571655,0.05572030693292618,0.39135462045669556,0.47563669085502625,0.1915324628353119,0.8618785738945007,0.9043494462966919,0.8720652461051941,0.3098432317157436,0,WDR35_NPHP1,1,0.7091,WDR35,NPHP1,0.3043478260869565,0.6151951548370832,-1.083175106430015,-0.4679799515929318
22938,0.08272683620452881,0.22176899015903473,0.18709279596805573,0.016992025077342987,0.01866937056183815,0.1749083697795868,0.0009311959147453308,0.18736138939857483,0.40617501735687256,0.15944337844848633,0.7776781320571899,0.8585844039916992,0.8686522841453552,0.25705696636439396,0,TTC21B_RAB11FIP3,1,0.6305,TTC21B,RAB11FIP3,0.4264705882352941,-0.08059558436120147,-0.3893039537185237,-0.4698995380797252
4243,0.18154938519001007,0.36603838205337524,0.28925955295562744,0.024420931935310364,0.034602802246809006,0.2292117029428482,-0.013827706687152386,0.28956955671310425,0.5402024984359741,0.2366335391998291,0.8334169983863831,0.9264841675758362,0.8893023729324341,0.18703815471368154,0,STK36_POMK,1,0.7036,STK36,POMK,0.3125,0.5665075076921655,-1.0368564823615776,-0.47034897466941206
24177,0.13164851069450378,0.23094460368156433,0.23875010013580322,0.06173386424779892,0.05050661414861679,0.24773666262626648,0.01746446266770363,0.24029049277305603,0.4233063757419586,0.1792457103729248,0.8167567253112793,0.8893096446990967,0.8655971884727478,0.2890893394984176,0,BBS1_XPNPEP3,1,0.6042,BBS1,XPNPEP3,0.4666666666666667,-0.31341106070871905,-0.1609198360895755,-0.47433089679829454
693,0.14129862189292908,0.16184842586517334,0.17748591303825378,0.12869146466255188,0.0930584967136383,0.15432971715927124,0.043806467205286026,0.17657843232154846,0.28129813075065613,0.10460233688354492,0.6401017904281616,0.7355690002441406,0.7634955644607544,0.3845021564126673,0,RAB1A_ASAP1,1,0.6811,RAB1A,ASAP1,0.3465346534653465,0.36733076937204623,-0.8434800485445048,-0.47614927917245853
16423,0.06680244207382202,0.16739942133426666,0.152832493185997,0.025363832712173462,0.0029208511114120483,0.1594986915588379,0.008832350373268127,0.15275979042053223,0.14190451800823212,0.09176398068666458,0.6961482763290405,0.7943322658538818,0.6684107780456543,0.3563422730854723,0,C2CD3_SCLT1,1,0.5491,C2CD3,SCLT1,0.5517241379310345,-0.8011727621059892,0.32235555495704626,-0.47881720714894294
18518,0.14838865399360657,0.2789169251918793,0.23417730629444122,0.04920317605137825,0.03054100275039673,0.27930039167404175,-0.029595475643873215,0.23857931792736053,0.5632287263870239,0.1693400740623474,0.8487745523452759,0.893231213092804,0.870598554611206,0.31937966967884346,0,KIF27_DNAH5,1,0.6636,KIF27,DNAH5,0.373134328358209,0.21241552845639694,-0.6923473132953403,-0.47993178483894333
14280,0.10382648557424545,0.1471601277589798,0.15650776028633118,0.08860602229833603,0.10375280678272247,0.059178948402404785,0.0737776905298233,0.15661783516407013,0.20307473838329315,0.07680606842041016,0.7249486446380615,0.8149876594543457,0.7019766569137573,0.24158176893795774,0,C2CD3_BBS4,1,0.6398,C2CD3,BBS4,0.4098360655737705,0.0017308008111154157,-0.4838171731291438,-0.48208637231802837
15773,0.22106914222240448,0.3842732608318329,0.24805358052253723,0.17592951655387878,0.008043073117733002,0.20175547897815704,-0.017781071364879608,0.24839109182357788,0.5013384819030762,0.2307291030883789,0.7348477840423584,0.8599464893341064,0.7935981154441833,0.3752026206229268,0,NME5_SPAG16,1,0.6345,NME5,SPAG16,0.417910447761194,-0.04518638643762461,-0.4379405422925807,-0.48312692873020535
4862,0.16391725838184357,0.19738265872001648,0.22899697721004486,-0.014612292870879173,-0.03841660916805267,0.22139117121696472,-0.03389768302440643,0.22960209846496582,0.43171995878219604,0.13913202285766602,0.8593918085098267,0.903374433517456,0.8316957950592041,0.1283141815291608,0,IFT122_TCTN1,1,0.7638,IFT122,TCTN1,0.2153846153846154,1.099415936441997,-1.5886419372896785,-0.4892260008476814
8587,0.08057977259159088,0.36895549297332764,0.20056813955307007,0.09666334092617035,0.00029732100665569305,0.15326422452926636,0.04819273576140404,0.2005307376384735,0.3632358908653259,0.16173405945301056,0.7730706930160522,0.8627208471298218,0.842178463935852,0.29986171554837737,0,NEK1_ULK4,1,0.5042,NEK1,ULK4,0.6197183098591549,-1.1986410087981396,0.7086815241987308,-0.48995948459940886
26569,0.1415594220161438,0.3629146218299866,0.3463127613067627,0.13850268721580505,0.13913485407829285,0.3391736149787903,0.08623285591602325,0.34671837091445923,0.49079740047454834,0.18657848238945007,0.8645527958869934,0.8845467567443848,0.828991174697876,0.37834902807372794,0,TTC12_CCDC40,1,0.7437,TTC12,CCDC40,0.2456140350877192,0.9214847168760235,-1.4168858950400427,-0.4954011781640192
24231,0.10259633511304855,0.18414004147052765,0.22064822912216187,0.046792179346084595,-0.043642040342092514,0.12461833655834198,-0.0293504036962986,0.22099140286445618,0.3755217492580414,0.0998973473906517,0.838342010974884,0.8913116455078125,0.8674685955047607,0.12296175523110728,0,RSPH3_IFT43,1,0.6488,RSPH3,IFT43,0.3934426229508196,0.08140149613916335,-0.576960635736712,-0.4955591395975486
28403,0.08817221969366074,0.2128886878490448,0.21393737196922302,0.062296465039253235,-0.01453257817775011,0.16376036405563354,-0.014517602510750294,0.21434547007083893,0.44612520933151245,0.03832060843706131,0.811430811882019,0.875511109828949,0.8631463050842285,0.4221922713835904,0,IFT88_CEP290,1,0.5656,IFT88,CEP290,0.5217391304347826,-0.6551098206712351,0.15198820206164487,-0.5031216186095903
18178,0.15261995792388916,0.24424713850021362,0.199911966919899,0.0693717896938324,0.05672549456357956,0.061291832476854324,0.041011057794094086,0.20053501427173615,0.4586723744869232,0.20718109607696533,0.8684462904930115,0.91243976354599,0.8706607222557068,0.255120185969502,0,CEP97_STIL,1,0.5698,CEP97,STIL,0.5151515151515151,-0.6179301628514796,0.11455901089523093,-0.5033711519562487
16507,0.30652016401290894,0.3473404049873352,0.14707598090171814,0.20659412443637848,0.04806425794959068,-0.015060818754136562,-0.006979381665587425,0.1479467749595642,0.4756981432437897,0.30732232332229614,0.8150092363357544,0.8754981756210327,0.7536585927009583,0.06866427249455936,0,TEKT2_NME5,1,0.5666,TEKT2,NME5,0.52,-0.646257521190341,0.14210689559371176,-0.5041506255966293
8845,0.09557252377271652,0.3445289433002472,0.16715002059936523,0.10212217271327972,0.09825949370861053,0.11093368381261826,0.09076948463916779,0.1668524444103241,0.2238965779542923,0.09233217686414719,0.7209089994430542,0.8153654336929321,0.662990391254425,0.4812832707626373,0,DYNC2H1_C2CD3,1,0.6631,DYNC2H1,C2CD3,0.3692307692307692,0.20798937871595033,-0.7145263651263504,-0.5065369864104
27167,0.10358443111181259,0.09027276933193207,0.1260390281677246,0.015269884839653969,0.05238429456949234,0.12391158193349838,0.0403645858168602,0.12544693052768707,0.16204342246055603,0.01593461073935032,0.7095527648925781,0.7849554419517517,0.7234464883804321,0.19967533501110066,0,TUBB2A_ARL3,1,0.6361,TUBB2A,ARL3,0.411214953271028,-0.031022707268193474,-0.47598267627430174,-0.5070053835424952
