gene_name,complex_id
SMARCD1,CPX-1206
ARID1A,CPX-1207
ACTL6B,CPX-1207
SMARCA2,CPX-1207
ACTB,CPX-1207
SMARCB1,CPX-1207
SMARCD3,CPX-1207
SMARCC2,CPX-1207
SMARCC1,CPX-1207
SMARCD2,CPX-1207
SMARCE1,CPX-1207
SMARCD1,CPX-1207
ARID1A,CPX-1209
ACTL6B,CPX-1209
SMARCA4,CPX-1209
ACTB,CPX-1209
SMARCB1,CPX-1209
SMARCD3,CPX-1209
SMARCC2,CPX-1209
SMARCC1,CPX-1209
SMARCD2,CPX-1209
SMARCE1,CPX-1209
SMARCD1,CPX-1209
ACTL6B,CPX-1210
SMARCA2,CPX-1210
ACTB,CPX-1210
SMARCB1,CPX-1210
SMARCD3,CPX-1210
ARID1B,CPX-1210
SMARCC2,CPX-1210
SMARCC1,CPX-1210
SMARCD2,CPX-1210
SMARCE1,CPX-1210
SMARCD1,CPX-1210
ACTL6B,CPX-1211
SMARCA4,CPX-1211
ACTB,CPX-1211
SMARCB1,CPX-1211
SMARCD3,CPX-1211
ARID1B,CPX-1211
SMARCC2,CPX-1211
SMARCC1,CPX-1211
SMARCD2,CPX-1211
SMARCE1,CPX-1211
SMARCD1,CPX-1211
ARID1A,CPX-1212
ACTL6A,CPX-1212
SMARCA4,CPX-1212
ACTB,CPX-1212
SMARCB1,CPX-1212
SMARCD3,CPX-1212
SMARCC2,CPX-1212
PHF10,CPX-1212
SMARCC1,CPX-1212
SMARCE1,CPX-1212
SMARCD1,CPX-1212
ACTL6A,CPX-1213
SMARCA2,CPX-1213
ACTB,CPX-1213
SMARCB1,CPX-1213
SMARCD3,CPX-1213
ARID1B,CPX-1213
SMARCC2,CPX-1213
PHF10,CPX-1213
SMARCC1,CPX-1213
SMARCE1,CPX-1213
SMARCD1,CPX-1213
ACTL6A,CPX-1215
SMARCA4,CPX-1215
ACTB,CPX-1215
SMARCB1,CPX-1215
SMARCD3,CPX-1215
ARID1B,CPX-1215
SMARCC2,CPX-1215
PHF10,CPX-1215
SMARCC1,CPX-1215
SMARCE1,CPX-1215
SMARCD1,CPX-1215
ARID1A,CPX-1216
ACTL6B,CPX-1216
SMARCA4,CPX-1216
ACTB,CPX-1216
SMARCB1,CPX-1216
SMARCD3,CPX-1216
SMARCC2,CPX-1216
DPF1,CPX-1216
DPF3,CPX-1216
SMARCC1,CPX-1216
SMARCE1,CPX-1216
SMARCD1,CPX-1216
ACTL6B,CPX-1217
SMARCA2,CPX-1217
ACTB,CPX-1217
SMARCB1,CPX-1217
SMARCD3,CPX-1217
ARID1B,CPX-1217
SMARCC2,CPX-1217
DPF1,CPX-1217
DPF3,CPX-1217
SMARCC1,CPX-1217
SMARCE1,CPX-1217
SMARCD1,CPX-1217
ACTL6B,CPX-1218
SMARCA4,CPX-1218
ACTB,CPX-1218
SMARCB1,CPX-1218
SMARCD3,CPX-1218
ARID1B,CPX-1218
SMARCC2,CPX-1218
DPF1,CPX-1218
DPF3,CPX-1218
SMARCC1,CPX-1218
SMARCE1,CPX-1218
SMARCD1,CPX-1218
ARID1A,CPX-1219
ACTL6B,CPX-1219
SMARCA4,CPX-1219
ACTB,CPX-1219
SMARCB1,CPX-1219
SMARCC2,CPX-1219
SMARCD2,CPX-1219
SMARCE1,CPX-1219
ACTL6B,CPX-1220
SMARCA2,CPX-1220
ACTB,CPX-1220
SMARCB1,CPX-1220
ARID1B,CPX-1220
SMARCC2,CPX-1220
SMARCD2,CPX-1220
SMARCE1,CPX-1220
ACTL6B,CPX-1221
SMARCA4,CPX-1221
ACTB,CPX-1221
SMARCB1,CPX-1221
ARID1B,CPX-1221
SMARCC2,CPX-1221
SMARCD2,CPX-1221
SMARCE1,CPX-1221
ARID1A,CPX-1222
ACTL6A,CPX-1222
SMARCA4,CPX-1222
ACTB,CPX-1222
SMARCB1,CPX-1222
SMARCD3,CPX-1222
SMARCC2,CPX-1222
DPF3,CPX-1222
SMARCC1,CPX-1222
SMARCD2,CPX-1222
SMARCE1,CPX-1222
SMARCD1,CPX-1222
ACTL6A,CPX-1223
SMARCA2,CPX-1223
ACTB,CPX-1223
SMARCB1,CPX-1223
SMARCD3,CPX-1223
ARID1B,CPX-1223
SMARCC2,CPX-1223
DPF3,CPX-1223
SMARCC1,CPX-1223
SMARCD2,CPX-1223
SMARCE1,CPX-1223
SMARCD1,CPX-1223
ACTL6A,CPX-1224
SMARCA4,CPX-1224
ACTB,CPX-1224
SMARCB1,CPX-1224
SMARCD3,CPX-1224
ARID1B,CPX-1224
SMARCC2,CPX-1224
DPF3,CPX-1224
SMARCC1,CPX-1224
SMARCD2,CPX-1224
SMARCE1,CPX-1224
SMARCD1,CPX-1224
ARID1A,CPX-1225
ACTL6B,CPX-1225
SMARCA2,CPX-1225
ACTB,CPX-1225
SMARCB1,CPX-1225
SMARCD3,CPX-1225
SMARCC2,CPX-1225
DPF3,CPX-1225
SMARCC1,CPX-1225
SMARCD2,CPX-1225
SMARCE1,CPX-1225
SMARCD1,CPX-1225
ARID1A,CPX-1226
ACTL6B,CPX-1226
SMARCA4,CPX-1226
ACTB,CPX-1226
SMARCB1,CPX-1226
SMARCD3,CPX-1226
SMARCC2,CPX-1226
DPF3,CPX-1226
SMARCC1,CPX-1226
SMARCD2,CPX-1226
SMARCE1,CPX-1226
SMARCD1,CPX-1226
ACTL6B,CPX-1227
SMARCA2,CPX-1227
ACTB,CPX-1227
SMARCB1,CPX-1227
SMARCD3,CPX-1227
ARID1B,CPX-1227
SMARCC2,CPX-1227
DPF3,CPX-1227
SMARCC1,CPX-1227
SMARCD2,CPX-1227
SMARCE1,CPX-1227
SMARCD1,CPX-1227
ACTL6B,CPX-1228
SMARCA4,CPX-1228
ACTB,CPX-1228
SMARCB1,CPX-1228
SMARCD3,CPX-1228
ARID1B,CPX-1228
SMARCC2,CPX-1228
DPF3,CPX-1228
SMARCC1,CPX-1228
SMARCD2,CPX-1228
SMARCE1,CPX-1228
SMARCD1,CPX-1228
LAMB1,CPX-1265
LAMC1,CPX-1265
NID1,CPX-1265
LAMA1,CPX-1265
LAMB1,CPX-1282
LAMC1,CPX-1282
NID1,CPX-1282
LAMA2,CPX-1282
LAMC1,CPX-1285
NID1,CPX-1285
LAMA2,CPX-1285
LAMB2,CPX-1285
PLK4,CPX-1299
CEP152,CPX-1299
MIF4GD,CPX-1313
SLBP,CPX-1313
NCBP2,CPX-1427
NCBP1,CPX-1427
TOP3B,CPX-1621
BLM,CPX-3301
TOP3A,CPX-3301
RMI2,CPX-3301
RMI1,CPX-3301
CEBPB,CPX-3361
XRCC6,CPX-3403
XRCC5,CPX-3403
PRKDC,CPX-3403
SHLD3,CPX-3481
SHLD2,CPX-3481
SHLD1,CPX-3481
MAD2L2,CPX-3481
ATR,CPX-3622
ATRIP,CPX-3622
NCBP1,CPX-3624
NCBP3,CPX-3624
WTAP,CPX-1605
ZC3H13,CPX-1605
VIRMA,CPX-1605
CBLL1,CPX-1605
METTL3,CPX-1605
METTL14,CPX-1605
COQ9,CPX-3642
COQ5,CPX-3642
COQ7,CPX-3642
COQ3,CPX-3642
COQ6,CPX-3642
COQ4,CPX-3642
APAF1,CPX-3762
CASP9,CPX-3762
CYCS,CPX-3762
CASP2,CPX-3905
CRADD,CPX-3905
PIDD1,CPX-3905
BUB3,CPX-3946
BUB1B,CPX-3946
CDC20,CPX-3946
MAD2L1,CPX-3946
SMCR8,CPX-3961
WDR41,CPX-3961
PKD1,CPX-4001
PKD2,CPX-4001
CASP1,CPX-4082
NLRP1,CPX-4082
PYCARD,CPX-4082
ACTL6A,CPX-4084
SMARCA2,CPX-4084
ACTB,CPX-4084
SS18,CPX-4084
BCL7A,CPX-4084
BCL7C,CPX-4084
SMARCC1,CPX-4084
SMARCD1,CPX-4084
BCL7B,CPX-4084
BRD9,CPX-4084
BICRA,CPX-4084
NLGN1,CPX-4101
COL1A1,CPX-4108
CASP1,CPX-4141
NLRP3,CPX-4141
PYCARD,CPX-4141
AIM2,CPX-4142
CASP1,CPX-4142
PYCARD,CPX-4142
MEFV,CPX-4143
CASP1,CPX-4143
PYCARD,CPX-4143
CASP1,CPX-4144
NAIP,CPX-4144
NLRC4,CPX-4144
PYCARD,CPX-4144
ACTL6A,CPX-4203
SMARCA2,CPX-4203
ACTB,CPX-4203
SS18,CPX-4203
BCL7A,CPX-4203
BICRAL,CPX-4203
BCL7C,CPX-4203
SMARCC1,CPX-4203
SMARCD1,CPX-4203
BCL7B,CPX-4203
BRD9,CPX-4203
ACTL6A,CPX-4206
SMARCA4,CPX-4206
ACTB,CPX-4206
SS18,CPX-4206
BCL7A,CPX-4206
BCL7C,CPX-4206
SMARCC1,CPX-4206
SMARCD1,CPX-4206
BCL7B,CPX-4206
BRD9,CPX-4206
BICRA,CPX-4206
ACTL6A,CPX-4207
SMARCA4,CPX-4207
ACTB,CPX-4207
SS18,CPX-4207
BCL7A,CPX-4207
BICRAL,CPX-4207
BCL7C,CPX-4207
SMARCC1,CPX-4207
SMARCD1,CPX-4207
BCL7B,CPX-4207
BRD9,CPX-4207
ACTL6B,CPX-4223
SMARCA2,CPX-4223
ACTB,CPX-4223
SS18,CPX-4223
BCL7A,CPX-4223
BCL7C,CPX-4223
SMARCC1,CPX-4223
SMARCD1,CPX-4223
BCL7B,CPX-4223
BRD9,CPX-4223
BICRA,CPX-4223
ACTL6B,CPX-4224
SMARCA2,CPX-4224
ACTB,CPX-4224
SS18,CPX-4224
BCL7A,CPX-4224
BICRAL,CPX-4224
BCL7C,CPX-4224
SMARCC1,CPX-4224
SMARCD1,CPX-4224
BCL7B,CPX-4224
BRD9,CPX-4224
ACTL6B,CPX-4225
SMARCA4,CPX-4225
ACTB,CPX-4225
SS18,CPX-4225
BCL7A,CPX-4225
BCL7C,CPX-4225
SMARCC1,CPX-4225
SMARCD1,CPX-4225
BCL7B,CPX-4225
BRD9,CPX-4225
BICRA,CPX-4225
ACTL6B,CPX-4226
SMARCA4,CPX-4226
ACTB,CPX-4226
SS18,CPX-4226
BCL7A,CPX-4226
BICRAL,CPX-4226
BCL7C,CPX-4226
SMARCC1,CPX-4226
SMARCD1,CPX-4226
BCL7B,CPX-4226
BRD9,CPX-4226
NCSTN,CPX-4231
APH1A,CPX-4231
PSENEN,CPX-4231
APH1B,CPX-4232
NCSTN,CPX-4232
PSENEN,CPX-4232
APH1B,CPX-4233
NCSTN,CPX-4233
PSENEN,CPX-4233
CAPNS1,CPX-4302
CAPN1,CPX-4302
MTOR,CPX-4402
PRR5,CPX-4402
RICTOR,CPX-4402
MAPKAP1,CPX-4402
MLST8,CPX-4402
MATN1,CPX-4423
RELN,CPX-4424
BRCA1,CPX-4425
BRCC3,CPX-4425
ABRAXAS1,CPX-4425
UIMC1,CPX-4425
BARD1,CPX-4425
BABAM1,CPX-4425
BABAM2,CPX-4425
BRCA1,CPX-4426
TOPBP1,CPX-4426
BARD1,CPX-4426
BRIP1,CPX-4426
NBN,CPX-4441
BRCA1,CPX-4441
MRE11,CPX-4441
RAD50,CPX-4441
RBBP8,CPX-4441
BARD1,CPX-4441
NBN,CPX-4442
MRE11,CPX-4442
RAD50,CPX-4442
MATN2,CPX-4464
MATN3,CPX-4469
MATN3,CPX-4503
MATN1,CPX-4503
CDC45,CPX-4526
MCM3,CPX-4526
MCM4,CPX-4526
MCM5,CPX-4526
MCM7,CPX-4526
MCM2,CPX-4526
MCM6,CPX-4526
GINS1,CPX-4526
GINS4,CPX-4526
GINS3,CPX-4526
GINS2,CPX-4526
MATN4,CPX-4641
TNFRSF11B,CPX-4663
LAMTOR5,CPX-4741
LAMTOR4,CPX-4741
LAMTOR1,CPX-4741
LAMTOR3,CPX-4741
LAMTOR2,CPX-4741
CAT,CPX-4742
NUP42,CPX-873
NUP155,CPX-873
TPR,CPX-873
NUP214,CPX-873
NUP62,CPX-873
NUP153,CPX-873
RANBP2,CPX-873
SEC13,CPX-873
NUP107,CPX-873
RAE1,CPX-873
NUP160,CPX-873
GLE1,CPX-873
NUP188,CPX-873
NUP54,CPX-873
NUP93,CPX-873
NUP43,CPX-873
NUP37,CPX-873
NUP35,CPX-873
NUP210,CPX-873
NUP133,CPX-873
AHCTF1,CPX-873
NUP205,CPX-873
SEH1L,CPX-873
POM121,CPX-873
NUP88,CPX-873
NDC1,CPX-873
NUP58,CPX-873
NUP85,CPX-873
AAAS,CPX-873
NUP50,CPX-873
EXOC5,CPX-4943
EXOC3,CPX-4943
EXOC8,CPX-4943
EXOC6,CPX-4943
EXOC4,CPX-4943
EXOC2,CPX-4943
EXOC1,CPX-4943
EXOC7,CPX-4943
EXOC5,CPX-4944
EXOC3,CPX-4944
EXOC8,CPX-4944
EXOC4,CPX-4944
EXOC2,CPX-4944
EXOC1,CPX-4944
EXOC7,CPX-4944
EXOC6B,CPX-4944
WDPCP,CPX-5001
FUZ,CPX-5001
INTU,CPX-5001
TTC21B,CPX-5021
WDR19,CPX-5021
IFT43,CPX-5021
IFT140,CPX-5021
IFT122,CPX-5021
WDR35,CPX-5021
IFT56,CPX-5022
IFT88,CPX-5022
IFT20,CPX-5022
IFT70B,CPX-5022
TRAF3IP1,CPX-5022
IFT81,CPX-5022
CLUAP1,CPX-5022
IFT74,CPX-5022
IFT27,CPX-5022
IFT22,CPX-5022
IFT46,CPX-5022
IFT57,CPX-5022
IFT80,CPX-5022
IFT172,CPX-5022
IFT52,CPX-5022
IFT25,CPX-5022
DYNC1LI2,CPX-5025
DYNLL1,CPX-5025
DYNLT1,CPX-5025
DYNC1I2,CPX-5025
DYNC1H1,CPX-5025
DYNLRB1,CPX-5025
SNAPIN,CPX-5029
BLOC1S1,CPX-5029
BLOC1S2,CPX-5029
BORCS5,CPX-5029
BORCS7,CPX-5029
BORCS8,CPX-5029
BORCS6,CPX-5029
KXD1,CPX-5029
HPS1,CPX-5043
HPS4,CPX-5043
HPS6,CPX-5044
HPS3,CPX-5044
HPS5,CPX-5044
AP1G1,CPX-5047
AP1S1,CPX-5047
AP1B1,CPX-5047
AP1M1,CPX-5047
AP1G1,CPX-5048
AP1S2,CPX-5048
AP1B1,CPX-5048
AP1M1,CPX-5048
AP1G1,CPX-5049
AP1B1,CPX-5049
AP1S3,CPX-5049
AP1M1,CPX-5049
AP1G1,CPX-5050
AP1S1,CPX-5050
AP1B1,CPX-5050
AP1M2,CPX-5050
AP3B1,CPX-5051
AP3D1,CPX-5051
AP3S1,CPX-5051
AP3M1,CPX-5051
AP3B1,CPX-5052
AP3D1,CPX-5052
AP3S2,CPX-5052
AP3M1,CPX-5052
AP3D1,CPX-5053
AP3M2,CPX-5053
AP3S2,CPX-5053
AP3B2,CPX-5053
AP3D1,CPX-5055
AP3M2,CPX-5055
AP3B2,CPX-5055
AP3S1,CPX-5055
COL1A1,CPX-1650
COL1A2,CPX-1650
COL2A1,CPX-1713
COL3A1,CPX-1714
COL4A1,CPX-1723
COL4A2,CPX-1723
COL4A5,CPX-1724
COL4A6,CPX-1724
COL4A5,CPX-1725
COL4A4,CPX-1725
COL4A3,CPX-1725
COL5A2,CPX-1727
COL5A1,CPX-1727
COL5A2,CPX-1728
COL5A1,CPX-1728
COL5A3,CPX-1728
COL5A1,CPX-1729
COL6A1,CPX-1736
COL6A2,CPX-1736
COL6A3,CPX-1736
COL7A1,CPX-1737
COL8A2,CPX-1745
COL8A1,CPX-1745
COL8A1,CPX-1746
COL8A2,CPX-1747
COL9A1,CPX-1748
COL9A3,CPX-1748
COL9A2,CPX-1748
COL10A1,CPX-1749
COL2A1,CPX-1750
COL11A1,CPX-1750
COL11A2,CPX-1750
COL5A2,CPX-1751
COL11A1,CPX-1751
COL5A2,CPX-1752
COL11A1,CPX-1752
COL5A1,CPX-1752
COL12A1,CPX-1753
COL13A1,CPX-1754
COL14A1,CPX-1755
COL15A1,CPX-1756
COL16A1,CPX-1757
COL17A1,CPX-1758
COL18A1,CPX-1759
COL19A1,CPX-1760
COL20A1,CPX-1761
COL21A1,CPX-1762
COL22A1,CPX-1763
COL23A1,CPX-1764
COL24A1,CPX-1765
COL26A1,CPX-1767
COL27A1,CPX-1768
COL28A1,CPX-1769
LAMB1,CPX-1770
LAMC1,CPX-1770
LAMA1,CPX-1770
LAMB1,CPX-1771
LAMC1,CPX-1771
LAMA2,CPX-1771
LAMC1,CPX-1772
LAMA1,CPX-1772
LAMB2,CPX-1772
LAMC1,CPX-1773
LAMA2,CPX-1773
LAMB2,CPX-1773
LAMB3,CPX-1774
LAMC2,CPX-1774
LAMB1,CPX-1775
LAMC1,CPX-1775
LAMC1,CPX-1776
LAMB2,CPX-1776
LAMB1,CPX-1777
LAMC1,CPX-1777
LAMA4,CPX-1777
LAMC1,CPX-1778
LAMB2,CPX-1778
LAMA4,CPX-1778
LAMA5,CPX-1779
LAMB1,CPX-1779
LAMC1,CPX-1779
LAMA5,CPX-1780
LAMC1,CPX-1780
LAMB2,CPX-1780
LAMB1,CPX-1781
LAMA2,CPX-1781
LAMC3,CPX-1781
LAMB2,CPX-1782
LAMA4,CPX-1782
LAMC3,CPX-1782
AP2A1,CPX-5149
AP2S1,CPX-5149
AP2B1,CPX-5149
AP2M1,CPX-5149
LAMA5,CPX-1783
LAMB2,CPX-1783
LAMC2,CPX-1783
LAMA5,CPX-1784
LAMB2,CPX-1784
LAMC3,CPX-1784
AP2A2,CPX-5150
AP2S1,CPX-5150
AP2B1,CPX-5150
AP2M1,CPX-5150
AP4M1,CPX-5151
AP4E1,CPX-5151
AP4S1,CPX-5151
AP4B1,CPX-5151
THBS1,CPX-1785
THBS2,CPX-1788
THBS3,CPX-1789
THBS4,CPX-1790
COMP,CPX-1791
ESR1,CPX-5156
NCOA2,CPX-5156
AP5Z1,CPX-5181
AP5B1,CPX-5181
AP5M1,CPX-5181
AP5S1,CPX-5181
MRPS12,CPX-5225
MRPS14,CPX-5225
DAP3,CPX-5225
MRPS22,CPX-5225
MRPS25,CPX-5225
MRPS10,CPX-5225
MRPS35,CPX-5225
MRPS5,CPX-5225
MRPS11,CPX-5225
MRPS15,CPX-5225
MRPS21,CPX-5225
MRPS34,CPX-5225
MRPS6,CPX-5225
MRPS9,CPX-5225
MRPS27,CPX-5225
MRPS31,CPX-5225
CHCHD1,CPX-5225
MRPS24,CPX-5225
PTCD3,CPX-5225
MRPS26,CPX-5225
AURKAIP1,CPX-5225
MRPS33,CPX-5225
MRPS28,CPX-5225
MRPS17,CPX-5225
MRPS7,CPX-5225
MRPS2,CPX-5225
MRPS16,CPX-5225
MRPS18C,CPX-5225
MRPS23,CPX-5225
MRPS18B,CPX-5225
MRPL33,CPX-5226
MRPL3,CPX-5226
MRPL19,CPX-5226
MRPL12,CPX-5226
MRPL28,CPX-5226
MRPL49,CPX-5226
MRPL58,CPX-5226
MRPL23,CPX-5226
MRPL51,CPX-5226
MRPL2,CPX-5226
MRPL54,CPX-5226
MRPL14,CPX-5226
MRPL21,CPX-5226
MRPL55,CPX-5226
MRPL10,CPX-5226
MRPL52,CPX-5226
MRPL41,CPX-5226
MRPL50,CPX-5226
MRPL43,CPX-5226
GADD45GIP1,CPX-5226
MRPL30,CPX-5226
MRPL24,CPX-5226
MRPL38,CPX-5226
MRPL53,CPX-5226
MRPL48,CPX-5226
MRPL34,CPX-5226
MRPL57,CPX-5226
MRPL45,CPX-5226
MRPL32,CPX-5226
MRPL20,CPX-5226
MRPL13,CPX-5226
MRPL9,CPX-5226
MRPL4,CPX-5226
MRPL1,CPX-5226
MRPL37,CPX-5226
MRPL18,CPX-5226
MRPL46,CPX-5226
MRPL44,CPX-5226
MRPL47,CPX-5226
MRPS30,CPX-5226
MRPL40,CPX-5226
MRPL17,CPX-5226
MRPS18A,CPX-5226
MRPL22,CPX-5226
MRPL16,CPX-5226
MRPL39,CPX-5226
MRPL35,CPX-5226
MRPL15,CPX-5226
MRPL36,CPX-5226
MRPL27,CPX-5226
MRPL11,CPX-5226
MRPL42,CPX-5226
RXRA,CPX-5342
NCOA1,CPX-5342
CFP,CPX-5602
CFP,CPX-5605
RAB5IF,CPX-5606
TMCO1,CPX-5606
PRKAG1,CPX-5633
PRKAA1,CPX-5633
PRKAB1,CPX-5633
EIF4E,CPX-5634
EIF4G1,CPX-5634
EIF4A2,CPX-5634
EIF4G3,CPX-5635
EIF4E,CPX-5635
EIF4A1,CPX-5635
EIF4G3,CPX-5636
EIF4E,CPX-5636
EIF4A2,CPX-5636
SKA3,CPX-5642
SKA2,CPX-5642
SKA1,CPX-5642
PMF1,CPX-5643
NSL1,CPX-5643
MIS12,CPX-5643
DSN1,CPX-5643
ZWINT,CPX-5644
KNL1,CPX-5644
NDC80,CPX-5645
ZWINT,CPX-5645
PMF1,CPX-5645
SPC24,CPX-5645
KNL1,CPX-5645
NSL1,CPX-5645
NUF2,CPX-5645
MIS12,CPX-5645
DSN1,CPX-5645
SPC25,CPX-5645
CENPX,CPX-5646
CENPC,CPX-5646
ITGB3BP,CPX-5646
CENPW,CPX-5646
CENPP,CPX-5646
CENPU,CPX-5646
CENPQ,CPX-5646
CENPL,CPX-5646
CENPS,CPX-5646
CENPI,CPX-5646
CENPT,CPX-5646
CENPN,CPX-5646
CENPK,CPX-5646
CENPO,CPX-5646
CENPH,CPX-5646
CENPM,CPX-5646
H2AC4; H2AC8,CPX-5647
H2BC11,CPX-5647
CENPA,CPX-5647
H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16,CPX-5647
KRT18,CPX-5661
KRT8,CPX-5661
KRT1,CPX-5662
KRT10,CPX-5662
KRT86,CPX-5663
KRT36,CPX-5663
KRT80,CPX-5664
KRT82,CPX-5664
KRT71,CPX-5665
KRT25,CPX-5665
H2AC4; H2AC8,CPX-5668
H2BC11,CPX-5668
H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16,CPX-5668
H3C15; H3C14; H3C13,CPX-5668
H2BC11,CPX-5670
H2AZ1,CPX-5670
H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16,CPX-5670
H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12,CPX-5670
H2BC11,CPX-5671
H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16,CPX-5671
H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12,CPX-5671
H2AZ2,CPX-5671
ITGB1,CPX-1794
ITGA5,CPX-1794
ITGB3,CPX-1795
ITGAV,CPX-1795
ITGAV,CPX-1796
ITGB5,CPX-1796
ITGB1,CPX-1797
ITGA3,CPX-1797
ITGB1,CPX-1798
ITGA1,CPX-1798
ITGB3,CPX-1799
ITGA2B,CPX-1799
PHB1,CPX-5741
PHB2,CPX-5741
CUBN,CPX-5774
AMN,CPX-5774
PRKAA1,CPX-5786
PRKAG2,CPX-5786
PRKAB1,CPX-5786
PRKAG1,CPX-5787
PRKAA2,CPX-5787
PRKAB1,CPX-5787
PRKAB2,CPX-5790
PRKAG1,CPX-5790
PRKAA2,CPX-5790
PRKAB2,CPX-5791
PRKAG1,CPX-5791
PRKAA1,CPX-5791
PLRG1,CPX-5824
BCAS2,CPX-5824
HSPA8,CPX-5824
CTNNBL1,CPX-5824
CDC5L,CPX-5824
CWC15,CPX-5824
PRPF19,CPX-5824
RELA,CPX-5828
RELA,CPX-5829
REL,CPX-5830
RELB,CPX-5831
REL,CPX-5832
RELB,CPX-5833
RELA,CPX-5834
REL,CPX-5834
RELA,CPX-5835
REL,CPX-5836
PRKAB2,CPX-5840
PRKAA2,CPX-5840
PRKAG3,CPX-5840
PRKAB2,CPX-5841
PRKAA1,CPX-5841
PRKAG3,CPX-5841
PRKAA1,CPX-5842
PRKAG3,CPX-5842
PRKAB1,CPX-5842
PRKAA2,CPX-5843
PRKAG3,CPX-5843
PRKAB1,CPX-5843
PRKAA2,CPX-5844
PRKAG2,CPX-5844
PRKAB1,CPX-5844
PRKAB2,CPX-5845
PRKAA2,CPX-5845
PRKAG2,CPX-5845
PRKAB2,CPX-5846
PRKAA1,CPX-5846
PRKAG2,CPX-5846
EMC8,CPX-5848
EMC2,CPX-5848
EMC4,CPX-5848
EMC10,CPX-5848
MMGT1,CPX-5848
EMC1,CPX-5848
EMC6,CPX-5848
EMC7,CPX-5848
EMC3,CPX-5848
MEN1,CPX-5850
HCFC1,CPX-5850
WDR5,CPX-5850
KMT2A,CPX-5850
RBBP5,CPX-5850
DPY30,CPX-5850
ASH2L,CPX-5850
HCFC2,CPX-5850
EMC2,CPX-5881
EMC4,CPX-5881
EMC10,CPX-5881
MMGT1,CPX-5881
EMC1,CPX-5881
EMC6,CPX-5881
EMC7,CPX-5881
EMC3,CPX-5881
EMC9,CPX-5881
KLRC2,CPX-5901
KLRD1,CPX-5901
KLRC3,CPX-5903
KLRD1,CPX-5903
ITGB1,CPX-1801
ITGA2,CPX-1801
ITGB1,CPX-1802
ITGA4,CPX-1802
ITGB1,CPX-1803
ITGA6,CPX-1803
ITGB1,CPX-1804
ITGA7,CPX-1804
ITGB1,CPX-1815
ITGA8,CPX-1815
ITGB1,CPX-1816
ITGA9,CPX-1816
ITGA10,CPX-1817
ITGB1,CPX-1817
ITGB1,CPX-1818
ITGA11,CPX-1818
ITGB1,CPX-1819
ITGAV,CPX-1819
ITGAV,CPX-1820
ITGB6,CPX-1820
ITGAV,CPX-1821
ITGB8,CPX-1821
ITGB4,CPX-1822
ITGA6,CPX-1822
ITGA4,CPX-1823
ITGB7,CPX-1823
ITGB7,CPX-1824
ITGAE,CPX-1824
ITGB2,CPX-1825
ITGAL,CPX-1825
ITGB2,CPX-1826
ITGAM,CPX-1826
ITGB2,CPX-1827
ITGAX,CPX-1827
ITGB2,CPX-1828
ITGAD,CPX-1828
MICU2,CPX-5961
MCU,CPX-5961
MICU1,CPX-5961
SMDT1,CPX-5961
MCU,CPX-5963
MICU1,CPX-5963
SMDT1,CPX-5963
MICU3,CPX-5965
MCU,CPX-5965
MICU1,CPX-5965
SMDT1,CPX-5965
MICU2,CPX-5966
MCU,CPX-5966
MICU1,CPX-5966
SMDT1,CPX-5966
MCUB,CPX-5966
PIK3CA,CPX-5970
PIK3CA,CPX-5971
PIK3CB,CPX-5972
PIK3CB,CPX-5974
PIK3R1,CPX-5975
PIK3CB,CPX-5975
PIK3R2,CPX-5976
PIK3CB,CPX-5976
PIK3CB,CPX-5977
PIK3R3,CPX-5977
PIK3CD,CPX-5978
PIK3R3,CPX-5978
PIK3CD,CPX-5980
PIK3R2,CPX-5980
PIK3CD,CPX-5983
PIK3R1,CPX-5983
PIK3CD,CPX-5984
PIK3R1,CPX-5984
PIK3CD,CPX-5985
PIK3CG,CPX-5986
PIK3R5,CPX-5986
PIK3CG,CPX-5987
PIK3R6,CPX-5987
RAD21,CPX-5989
SMC1A,CPX-5989
STAG1,CPX-5989
SMC3,CPX-5989
RAD21,CPX-5991
SMC1A,CPX-5991
STAG2,CPX-5991
SMC3,CPX-5991
SLF2,CPX-5992
SMC5,CPX-5992
EID3,CPX-5992
NSMCE1,CPX-5992
NSMCE2,CPX-5992
NSMCE3,CPX-5992
SMC6,CPX-5992
SLF1,CPX-5992
PSMD11,CPX-5993
PSMD12,CPX-5993
PSMD14,CPX-5993
PSMA7,CPX-5993
PSMD3,CPX-5993
PSMC3,CPX-5993
PSMB1,CPX-5993
PSMA1,CPX-5993
PSMA2,CPX-5993
PSMA3,CPX-5993
PSMA4,CPX-5993
PSMA5,CPX-5993
PSMB4,CPX-5993
