gene_name,complex_id
IGLC1,CPX-6944
IGHG3,CPX-6945
IGHG3,CPX-6946
IGLC3,CPX-6946
IGHG3,CPX-6947
IGLC6,CPX-6947
IGLC7,CPX-6948
IGHG3,CPX-6948
IGKC,CPX-6949
IGHG4,CPX-6949
IGHG4,CPX-6950
IGLC1,CPX-6950
IGHG4,CPX-6951
IGHG4,CPX-6952
IGLC3,CPX-6952
IGHG4,CPX-6953
IGLC6,CPX-6953
IGLC7,CPX-6954
IGHG4,CPX-6954
IGKC,CPX-6955
IGHA1,CPX-6955
IGHA1,CPX-6956
IGLC1,CPX-6956
IGHA1,CPX-6958
IGHA1,CPX-6959
IGLC3,CPX-6959
IGHA1,CPX-6960
IGLC6,CPX-6960
IGLC7,CPX-6961
IGHA1,CPX-6961
IGKC,CPX-6962
IGHA2,CPX-6962
IGHA2,CPX-6963
IGLC1,CPX-6963
IGHA2,CPX-6964
IGHA2,CPX-6965
IGLC3,CPX-6965
IGHA2,CPX-6966
IGLC6,CPX-6966
IGLC7,CPX-6967
IGHA2,CPX-6967
IGKC,CPX-6969
IGHE,CPX-6969
IGHE,CPX-6970
IGLC1,CPX-6970
IGHE,CPX-6971
IGHE,CPX-6972
IGLC3,CPX-6972
IGHE,CPX-6973
IGLC6,CPX-6973
IGLC7,CPX-6974
IGHE,CPX-6974
BATF,CPX-7002
JUNB,CPX-7003
BATF,CPX-7003
DDIT3,CPX-7004
BATF,CPX-7004
JUN,CPX-7005
BATF,CPX-7005
CEBPA,CPX-7006
BATF,CPX-7006
CEBPB,CPX-7007
BATF,CPX-7007
CEBPG,CPX-7008
BATF,CPX-7008
CEBPD,CPX-7009
BATF,CPX-7009
CEBPE,CPX-7010
BATF,CPX-7010
BATF,CPX-7011
HLF,CPX-7011
BACH1,CPX-7012
BATF,CPX-7012
JUND,CPX-7013
BATF,CPX-7013
DBP,CPX-7014
BATF,CPX-7014
BATF,CPX-7015
BATF,CPX-7017
NFIL3,CPX-7017
BATF,CPX-7018
BATF3,CPX-7018
CCDC47,CPX-7020
WDR83OS,CPX-7020
JUNB,CPX-7061
BATF2,CPX-7061
MEN1,CPX-7062
HCFC1,CPX-7062
WDR5,CPX-7062
RBBP5,CPX-7062
DPY30,CPX-7062
ASH2L,CPX-7062
KMT2B,CPX-7062
HCFC2,CPX-7062
JUN,CPX-7063
BATF2,CPX-7063
DDIT3,CPX-7064
BATF2,CPX-7064
CEBPA,CPX-7065
BATF2,CPX-7065
CEBPG,CPX-7066
BATF2,CPX-7066
CEBPE,CPX-7067
BATF2,CPX-7067
DBP,CPX-7068
BATF2,CPX-7068
HLF,CPX-7081
BATF2,CPX-7081
BATF2,CPX-7085
MAFF,CPX-7085
KDM6A,CPX-7091
WDR5,CPX-7091
NCOA6,CPX-7091
RBBP5,CPX-7091
PAXIP1,CPX-7091
KMT2C,CPX-7091
PAGR1,CPX-7091
DPY30,CPX-7091
ASH2L,CPX-7091
BATF3,CPX-7092
BACH2,CPX-7093
BATF3,CPX-7093
CEBPA,CPX-7095
BATF3,CPX-7095
CEBPB,CPX-7096
BATF3,CPX-7096
CEBPG,CPX-7097
BATF3,CPX-7097
CEBPD,CPX-7098
BATF3,CPX-7098
CEBPE,CPX-7099
BATF3,CPX-7099
JUN,CPX-7100
BATF3,CPX-7100
JUNB,CPX-7101
BATF3,CPX-7101
JUND,CPX-7102
BATF3,CPX-7102
BATF3,CPX-7103
MAFF,CPX-7103
KMT2D,CPX-7104
KDM6A,CPX-7104
WDR5,CPX-7104
NCOA6,CPX-7104
RBBP5,CPX-7104
PAXIP1,CPX-7104
PAGR1,CPX-7104
DPY30,CPX-7104
ASH2L,CPX-7104
MAFG,CPX-7105
BATF3,CPX-7105
DDIT3,CPX-7106
BATF3,CPX-7106
HLF,CPX-7107
BATF3,CPX-7107
DBP,CPX-7108
BATF3,CPX-7108
CREB3,CPX-7109
BATF3,CPX-7109
SETD1A,CPX-7110
HCFC1,CPX-7110
WDR5,CPX-7110
RBBP5,CPX-7110
WDR82,CPX-7110
DPY30,CPX-7110
CXXC1,CPX-7110
ASH2L,CPX-7110
HCFC2,CPX-7110
HCFC1,CPX-7111
WDR5,CPX-7111
RBBP5,CPX-7111
WDR82,CPX-7111
BOD1L1,CPX-7111
BOD1,CPX-7111
DPY30,CPX-7111
CXXC1,CPX-7111
ASH2L,CPX-7111
SETD1B,CPX-7111
HCFC2,CPX-7111
MCM9,CPX-7113
MCM8,CPX-7113
ERLIN1,CPX-7121
ERLIN2,CPX-7121
PC,CPX-7142
MDH1,CPX-7142
ME1,CPX-7142
HGS,CPX-7143
STAM2,CPX-7143
VPS37A,CPX-7146
TSG101,CPX-7146
VPS28,CPX-7146
VPS37C,CPX-7147
MVB12A,CPX-7147
TSG101,CPX-7147
VPS28,CPX-7147
VPS37D,CPX-7148
MVB12A,CPX-7148
TSG101,CPX-7148
VPS28,CPX-7148
VPS37A,CPX-7162
MVB12A,CPX-7162
TSG101,CPX-7162
VPS28,CPX-7162
TSG101,CPX-7164
VPS37B,CPX-7164
VPS28,CPX-7164
BACH1,CPX-7165
MAFF,CPX-7165
VPS37C,CPX-7166
TSG101,CPX-7166
VPS28,CPX-7166
VPS37D,CPX-7167
TSG101,CPX-7167
VPS28,CPX-7167
VPS37A,CPX-7181
TSG101,CPX-7181
UBAP1,CPX-7181
VPS28,CPX-7181
TSG101,CPX-7201
VPS37B,CPX-7201
UBAP1,CPX-7201
VPS28,CPX-7201
VPS37C,CPX-7202
TSG101,CPX-7202
UBAP1,CPX-7202
VPS28,CPX-7202
VPS37D,CPX-7203
TSG101,CPX-7203
UBAP1,CPX-7203
VPS28,CPX-7203
SPCS3,CPX-7205
SPCS2,CPX-7205
SEC11C,CPX-7205
SPCS1,CPX-7205
ERGIC2,CPX-7221
ERGIC3,CPX-7221
POLRMT,CPX-7241
TFAM,CPX-7241
TFB2M,CPX-7241
PDGFA,CPX-1874
PDGFB,CPX-1875
PDGFA,CPX-1875
PDGFB,CPX-1876
RNF31,CPX-1877
RBCK1,CPX-1877
SHARPIN,CPX-1877
RPA2,CPX-1878
RPA1,CPX-1878
RPA3,CPX-1878
RPA1,CPX-1879
RPA3,CPX-1879
RPA4,CPX-1879
ORC5,CPX-1880
ORC4,CPX-1880
ORC1,CPX-1880
ORC2,CPX-1880
ORC3,CPX-1880
ORC6,CPX-1880
DDX39A,CPX-7261
ZC3H11A,CPX-7261
SARNP,CPX-7261
ERH,CPX-7261
THOC5,CPX-7261
NCBP3,CPX-7261
THOC7,CPX-7261
ALYREF,CPX-7261
THOC6,CPX-7261
THOC2,CPX-7261
THOC1,CPX-7261
THOC3,CPX-7261
FYTTD1,CPX-7261
POLDIP3,CPX-7261
LUZP4,CPX-7261
CHTOP,CPX-7261
CETN3,CPX-7281
MCM3AP,CPX-7281
SEM1,CPX-7281
PCID2,CPX-7281
ENY2,CPX-7281
DDX6,CPX-7341
EDC4,CPX-7341
DCP2,CPX-7341
DCP1B,CPX-7341
XRN1,CPX-7341
EDC3,CPX-7341
ARNT,CPX-7381
HIF1A,CPX-7381
VEGFB,CPX-7402
VEGFC,CPX-7403
RAD21,CPX-6082
SMC1B,CPX-6082
STAG3,CPX-6082
SMC3,CPX-6082
SMC1B,CPX-7441
RAD21L1,CPX-7441
STAG3,CPX-7441
SMC3,CPX-7441
REC8,CPX-7442
SMC1B,CPX-7442
STAG3,CPX-7442
SMC3,CPX-7442
RBL2,CPX-7461
RBBP4,CPX-7461
TFDP1,CPX-7461
TFDP2,CPX-7461
E2F5,CPX-7461
E2F4,CPX-7461
LIN52,CPX-7461
LIN9,CPX-7461
LIN54,CPX-7461
LIN37,CPX-7461
MYBL2,CPX-7462
FOXM1,CPX-7462
RBBP4,CPX-7462
LIN52,CPX-7462
LIN9,CPX-7462
LIN54,CPX-7462
LIN37,CPX-7462
POLR2D,CPX-7481
POLR2C,CPX-7481
POLR2E,CPX-7481
POLR2A,CPX-7481
POLR2B,CPX-7481
POLR2I,CPX-7481
POLR2H,CPX-7481
POLR2J,CPX-7481
POLR2K,CPX-7481
POLR2F,CPX-7481
POLR2G,CPX-7481
POLR2L,CPX-7481
POLR3A,CPX-7482
POLR1C,CPX-7482
CRCP,CPX-7482
POLR3D,CPX-7482
POLR1D,CPX-7482
POLR2E,CPX-7482
POLR2H,CPX-7482
POLR2K,CPX-7482
POLR2F,CPX-7482
POLR2L,CPX-7482
POLR3GL,CPX-7482
POLR3C,CPX-7482
POLR3F,CPX-7482
POLR3E,CPX-7482
POLR3B,CPX-7482
POLR3K,CPX-7482
POLR3H,CPX-7482
BMI1,CPX-7501
PHC1,CPX-7501
RING1,CPX-7501
CBX2,CPX-7501
BMI1,CPX-7502
RING1,CPX-7502
CBX2,CPX-7502
PHC2,CPX-7502
BMI1,CPX-7504
RING1,CPX-7504
CBX2,CPX-7504
PHC3,CPX-7504
CBX4,CPX-7505
BMI1,CPX-7505
PHC1,CPX-7505
RING1,CPX-7505
CBX4,CPX-7506
BMI1,CPX-7506
RING1,CPX-7506
PHC2,CPX-7506
CBX4,CPX-7508
BMI1,CPX-7508
RING1,CPX-7508
PHC3,CPX-7508
CBX6,CPX-7509
BMI1,CPX-7509
PHC1,CPX-7509
RING1,CPX-7509
CBX6,CPX-7510
BMI1,CPX-7510
RING1,CPX-7510
PHC2,CPX-7510
CBX6,CPX-7511
BMI1,CPX-7511
RING1,CPX-7511
PHC3,CPX-7511
CBX7,CPX-7513
BMI1,CPX-7513
PHC1,CPX-7513
RING1,CPX-7513
CBX7,CPX-7514
BMI1,CPX-7514
RING1,CPX-7514
PHC2,CPX-7514
CBX7,CPX-7515
BMI1,CPX-7515
RING1,CPX-7515
PHC3,CPX-7515
BMI1,CPX-7516
PHC1,CPX-7516
RING1,CPX-7516
CBX8,CPX-7516
BMI1,CPX-7517
RING1,CPX-7517
PHC2,CPX-7517
CBX8,CPX-7517
BMI1,CPX-7518
RING1,CPX-7518
PHC3,CPX-7518
CBX8,CPX-7518
PCGF2,CPX-7519
PHC1,CPX-7519
CBX2,CPX-7519
RNF2,CPX-7519
PCGF2,CPX-7522
CBX2,CPX-7522
PHC2,CPX-7522
RNF2,CPX-7522
PCGF2,CPX-7523
CBX2,CPX-7523
PHC3,CPX-7523
RNF2,CPX-7523
CBX4,CPX-7524
PCGF2,CPX-7524
PHC1,CPX-7524
RNF2,CPX-7524
CBX4,CPX-7525
PCGF2,CPX-7525
PHC3,CPX-7525
RNF2,CPX-7525
CBX4,CPX-7526
PCGF2,CPX-7526
PHC2,CPX-7526
RNF2,CPX-7526
CBX6,CPX-7527
PCGF2,CPX-7527
PHC1,CPX-7527
RNF2,CPX-7527
CBX6,CPX-7528
PCGF2,CPX-7528
PHC2,CPX-7528
RNF2,CPX-7528
CBX6,CPX-7529
PCGF2,CPX-7529
PHC3,CPX-7529
RNF2,CPX-7529
CBX7,CPX-7530
PCGF2,CPX-7530
PHC1,CPX-7530
RNF2,CPX-7530
CBX7,CPX-7531
PCGF2,CPX-7531
PHC2,CPX-7531
RNF2,CPX-7531
CBX7,CPX-7532
PCGF2,CPX-7532
PHC3,CPX-7532
RNF2,CPX-7532
PCGF2,CPX-7533
PHC1,CPX-7533
RNF2,CPX-7533
CBX8,CPX-7533
PCGF2,CPX-7534
PHC2,CPX-7534
RNF2,CPX-7534
CBX8,CPX-7534
PCGF2,CPX-7535
PHC3,CPX-7535
RNF2,CPX-7535
CBX8,CPX-7535
BMI1,CPX-7541
PHC1,CPX-7541
CBX2,CPX-7541
RNF2,CPX-7541
BMI1,CPX-7542
CBX2,CPX-7542
PHC2,CPX-7542
RNF2,CPX-7542
BMI1,CPX-7544
CBX2,CPX-7544
PHC3,CPX-7544
RNF2,CPX-7544
CBX4,CPX-7545
BMI1,CPX-7545
PHC1,CPX-7545
RNF2,CPX-7545
CBX4,CPX-7546
BMI1,CPX-7546
PHC2,CPX-7546
RNF2,CPX-7546
CBX4,CPX-7547
BMI1,CPX-7547
PHC3,CPX-7547
RNF2,CPX-7547
CBX6,CPX-7548
BMI1,CPX-7548
PHC1,CPX-7548
RNF2,CPX-7548
CBX6,CPX-7549
BMI1,CPX-7549
PHC2,CPX-7549
RNF2,CPX-7549
CBX6,CPX-7550
BMI1,CPX-7550
PHC3,CPX-7550
RNF2,CPX-7550
CBX7,CPX-7551
BMI1,CPX-7551
PHC1,CPX-7551
RNF2,CPX-7551
CBX7,CPX-7552
BMI1,CPX-7552
PHC2,CPX-7552
RNF2,CPX-7552
CBX7,CPX-7553
BMI1,CPX-7553
PHC3,CPX-7553
RNF2,CPX-7553
BMI1,CPX-7554
PHC1,CPX-7554
RNF2,CPX-7554
CBX8,CPX-7554
BMI1,CPX-7555
PHC2,CPX-7555
RNF2,CPX-7555
CBX8,CPX-7555
BMI1,CPX-7556
PHC3,CPX-7556
RNF2,CPX-7556
CBX8,CPX-7556
SKP1,CPX-7561
RING1,CPX-7561
BCOR,CPX-7561
YAF2,CPX-7561
KDM2B,CPX-7561
PCGF1,CPX-7561
CSNK2A2,CPX-7581
CSNK2B,CPX-7581
RING1,CPX-7581
PCGF5,CPX-7581
RYBP,CPX-7581
AUTS2,CPX-7581
CSNK2A2,CPX-7582
CSNK2B,CPX-7582
CSNK2A1,CPX-7582
RING1,CPX-7582
PCGF5,CPX-7582
RYBP,CPX-7582
AUTS2,CPX-7582
CSNK2B,CPX-7583
CSNK2A1,CPX-7583
RING1,CPX-7583
PCGF5,CPX-7583
RYBP,CPX-7583
AUTS2,CPX-7583
CSNK2A2,CPX-7584
CSNK2B,CPX-7584
RING1,CPX-7584
PCGF5,CPX-7584
YAF2,CPX-7584
AUTS2,CPX-7584
CSNK2A2,CPX-7585
CSNK2B,CPX-7585
CSNK2A1,CPX-7585
RING1,CPX-7585
PCGF5,CPX-7585
YAF2,CPX-7585
AUTS2,CPX-7585
CSNK2B,CPX-7586
CSNK2A1,CPX-7586
RING1,CPX-7586
PCGF5,CPX-7586
YAF2,CPX-7586
AUTS2,CPX-7586
CSNK2A2,CPX-7587
CSNK2B,CPX-7587
PCGF5,CPX-7587
RYBP,CPX-7587
AUTS2,CPX-7587
RNF2,CPX-7587
CSNK2A2,CPX-7588
CSNK2B,CPX-7588
CSNK2A1,CPX-7588
PCGF5,CPX-7588
RYBP,CPX-7588
AUTS2,CPX-7588
RNF2,CPX-7588
CSNK2B,CPX-7589
CSNK2A1,CPX-7589
PCGF5,CPX-7589
RYBP,CPX-7589
AUTS2,CPX-7589
RNF2,CPX-7589
CSNK2A2,CPX-7590
CSNK2B,CPX-7590
PCGF5,CPX-7590
YAF2,CPX-7590
AUTS2,CPX-7590
RNF2,CPX-7590
CSNK2A2,CPX-7591
CSNK2B,CPX-7591
CSNK2A1,CPX-7591
PCGF5,CPX-7591
YAF2,CPX-7591
AUTS2,CPX-7591
RNF2,CPX-7591
CSNK2B,CPX-7592
CSNK2A1,CPX-7592
PCGF5,CPX-7592
YAF2,CPX-7592
AUTS2,CPX-7592
RNF2,CPX-7592
MAX,CPX-7601
MXD4,CPX-7601
TFDP1,CPX-7641
E2F4,CPX-7641
TERT,CPX-265
DKC1,CPX-265
WRAP53,CPX-265
NOP10,CPX-265
NHP2,CPX-265
GAR1,CPX-265
RPLP1,CPX-5183
RPLP2,CPX-5183
RPLP0,CPX-5183
RPL35A,CPX-5183
RPL7,CPX-5183
RPL17,CPX-5183
RPL13,CPX-5183
RPL10,CPX-5183
RPL12,CPX-5183
RPL9; RPL9P7; RPL9P8; RPL9P9,CPX-5183
RPL4,CPX-5183
RPL3,CPX-5183
RPL13A,CPX-5183
RPL35,CPX-5183
RPL27A,CPX-5183
RPL5,CPX-5183
RPL21,CPX-5183
RPL28,CPX-5183
RPL29,CPX-5183
RPL34,CPX-5183
RPL14,CPX-5183
RPL15,CPX-5183
RPL27,CPX-5183
RPL37A,CPX-5183
RPL37,CPX-5183
RPL7A,CPX-5183
RPL23A,CPX-5183
RPL23,CPX-5183
RPL30,CPX-5183
RPL39,CPX-5183
RPL31,CPX-5183
RPL10A,CPX-5183
RPL32,CPX-5183
RPL11,CPX-5183
RPL8,CPX-5183
RPL41,CPX-5183
UBA52,CPX-5183
RPL38,CPX-5183
RPL24,CPX-5183
RPL19,CPX-5183
RPL18A,CPX-5183
RPL6,CPX-5183
RPL18,CPX-5183
RPL36,CPX-5183
RPLP1,CPX-7664
RPLP2,CPX-7664
RPLP0,CPX-7664
RPL35A,CPX-7664
RPL7,CPX-7664
RPL17,CPX-7664
RPL13,CPX-7664
RPL12,CPX-7664
RPL9; RPL9P7; RPL9P8; RPL9P9,CPX-7664
RPL4,CPX-7664
RPL3,CPX-7664
RPL13A,CPX-7664
RPL35,CPX-7664
RPL27A,CPX-7664
RPL5,CPX-7664
RPL21,CPX-7664
RPL28,CPX-7664
RPL29,CPX-7664
RPL34,CPX-7664
RPL14,CPX-7664
RPL15,CPX-7664
RPL27,CPX-7664
RPL37A,CPX-7664
RPL37,CPX-7664
RPL7A,CPX-7664
RPL23A,CPX-7664
RPL23,CPX-7664
RPL30,CPX-7664
RPL31,CPX-7664
RPL10A,CPX-7664
RPL32,CPX-7664
RPL11,CPX-7664
RPL8,CPX-7664
RPL41,CPX-7664
UBA52,CPX-7664
RPL38,CPX-7664
RPL24,CPX-7664
RPL19,CPX-7664
RPL18A,CPX-7664
RPL6,CPX-7664
RPL18,CPX-7664
RPL39L,CPX-7664
RPL10L,CPX-7664
RPL36,CPX-7664
RPLP1,CPX-7665
RPLP2,CPX-7665
RPLP0,CPX-7665
RPL35A,CPX-7665
RPL7,CPX-7665
RPL17,CPX-7665
RPL13,CPX-7665
RPL10,CPX-7665
RPL12,CPX-7665
RPL9; RPL9P7; RPL9P8; RPL9P9,CPX-7665
RPL4,CPX-7665
RPL13A,CPX-7665
RPL35,CPX-7665
RPL27A,CPX-7665
RPL5,CPX-7665
RPL21,CPX-7665
RPL28,CPX-7665
RPL29,CPX-7665
RPL34,CPX-7665
RPL14,CPX-7665
RPL15,CPX-7665
RPL27,CPX-7665
RPL37A,CPX-7665
RPL37,CPX-7665
RPL7A,CPX-7665
RPL23A,CPX-7665
RPL23,CPX-7665
RPL30,CPX-7665
RPL39,CPX-7665
RPL31,CPX-7665
RPL10A,CPX-7665
RPL32,CPX-7665
RPL11,CPX-7665
RPL8,CPX-7665
RPL41,CPX-7665
UBA52,CPX-7665
RPL38,CPX-7665
RPL24,CPX-7665
RPL36A,CPX-7665
RPL19,CPX-7665
RPL18A,CPX-7665
RPL6,CPX-7665
RPL18,CPX-7665
RPL3L,CPX-7665
RPL36,CPX-7665
KASH5,CPX-7666
SUN2,CPX-7666
SYNE1,CPX-7667
SUN2,CPX-7667
SUN1,CPX-7668
SYNE1,CPX-7668
SYNE2,CPX-7669
SUN2,CPX-7669
SUN1,CPX-7670
SYNE2,CPX-7670
SYNE3,CPX-7671
SUN2,CPX-7671
SUN1,CPX-7673
SYNE3,CPX-7673
SYNE4,CPX-7674
SUN2,CPX-7674
SUN1,CPX-7675
SYNE4,CPX-7675
FKTN,CPX-7722
FKRP,CPX-7722
RXYLT1,CPX-7722
GIPC1,CPX-7724
ARHGEF12,CPX-7724
SH3BP4,CPX-7724
MYO6,CPX-7724
LRCH3,CPX-7725
DOCK7,CPX-7725
MYO6,CPX-7725
E2F3,CPX-7728
RB1,CPX-7728
TFDP1,CPX-7728
CASK,CPX-7743
APBA1,CPX-7743
LIN7B,CPX-7743
LIN7A,CPX-7744
CASK,CPX-7744
APBA1,CPX-7744
CASK,CPX-7745
APBA1,CPX-7745
LIN7C,CPX-7745
RBX1,CPX-7747
SKP1,CPX-7747
CUL1,CPX-7747
FBXW2,CPX-7747
FBXW4,CPX-7761
RBX1,CPX-7761
SKP1,CPX-7761
CUL1,CPX-7761
RBX1,CPX-7762
SKP1,CPX-7762
CUL1,CPX-7762
FBXW5,CPX-7762
RBX1,CPX-7763
SKP1,CPX-7763
CUL1,CPX-7763
FBXW7,CPX-7763
SFPQ,CPX-7764
PSPC1,CPX-7764
SFPQ,CPX-7765
NONO,CPX-7765
NONO,CPX-7781
SFPQ,CPX-7782
PSPC1,CPX-7783
RBX1,CPX-7784
SKP1,CPX-7784
CUL1,CPX-7784
CUL7,CPX-7784
FBXW8,CPX-7784
RBX1,CPX-7785
SKP1,CPX-7785
CUL1,CPX-7785
FBXW9,CPX-7785
RBX1,CPX-7786
SKP1,CPX-7786
CUL1,CPX-7786
FBXW10,CPX-7786
RNF123,CPX-7801
UBAC1,CPX-7801
GPHB5,CPX-7802
GPHA2,CPX-7802
COPE,CPX-7803
COPB2,CPX-7803
ARCN1,CPX-7803
COPB1,CPX-7803
COPA,CPX-7803
COPZ1,CPX-7803
COPG1,CPX-7803
RBX1,CPX-7821
SKP1,CPX-7821
CUL1,CPX-7821
FBXW11,CPX-7821
RBX1,CPX-7822
SKP1,CPX-7822
CUL1,CPX-7822
FBXW12,CPX-7822
GLRA1,CPX-7841
GLRB,CPX-7841
VPS26A,CPX-7842
VPS35,CPX-7842
VPS29,CPX-7842
VPS26B,CPX-7843
VPS35,CPX-7843
VPS29,CPX-7843
GLRA2,CPX-7844
GLRB,CPX-7844
GLRA3,CPX-7845
GLRB,CPX-7845
CCNF,CPX-7846
RBX1,CPX-7846
SKP1,CPX-7846
CUL1,CPX-7846
RBX1,CPX-7847
SKP1,CPX-7847
CUL1,CPX-7847
FBXO2,CPX-7847
DPH2,CPX-7849
DPH1,CPX-7849
PHF2,CPX-7861
ARID5B,CPX-7861
RBX1,CPX-7881
SKP1,CPX-7881
CUL1,CPX-7881
FBXO3,CPX-7881
RBX1,CPX-7882
SKP1,CPX-7882
CUL1,CPX-7882
FBXO4,CPX-7882
YPEL5,CPX-7901
MAEA,CPX-7901
ARMC8,CPX-7901
GID4,CPX-7901
RMND5B,CPX-7901
RANBP9,CPX-7901
WDR26,CPX-7901
GID8,CPX-7901
MKLN1,CPX-7901
YPEL5,CPX-7902
RANBP10,CPX-7902
MAEA,CPX-7902
ARMC8,CPX-7902
GID4,CPX-7902
WDR26,CPX-7902
RMND5A,CPX-7902
GID8,CPX-7902
MKLN1,CPX-7902
YPEL5,CPX-7903
RANBP10,CPX-7903
MAEA,CPX-7903
ARMC8,CPX-7903
GID4,CPX-7903
RMND5B,CPX-7903
WDR26,CPX-7903
GID8,CPX-7903
MKLN1,CPX-7903
RBX1,CPX-7904
SKP1,CPX-7904
CUL1,CPX-7904
FBXO5,CPX-7904
RBX1,CPX-7905
SKP1,CPX-7905
CUL1,CPX-7905
FBXO6,CPX-7905
RBX1,CPX-7906
SKP1,CPX-7906
CUL1,CPX-7906
FBXO7,CPX-7906
RBX1,CPX-7921
SKP1,CPX-7921
CUL1,CPX-7921
FBXO8,CPX-7921
RBX1,CPX-7922
SKP1,CPX-7922
CUL1,CPX-7922
FBXO9,CPX-7922
RBX1,CPX-7923
SKP1,CPX-7923
CUL1,CPX-7923
FBXO10,CPX-7923
RBX1,CPX-7924
SKP1,CPX-7924
CUL1,CPX-7924
FBXO11,CPX-7924
RBX1,CPX-7925
SKP1,CPX-7925
CUL1,CPX-7925
FBXO15,CPX-7925
RBX1,CPX-7926
SKP1,CPX-7926
CUL1,CPX-7926
FBXO16,CPX-7926
RBX1,CPX-7927
SKP1,CPX-7927
CUL1,CPX-7927
FBXO17,CPX-7927
RBX1,CPX-7928
SKP1,CPX-7928
CUL1,CPX-7928
FBH1,CPX-7928
RBX1,CPX-7929
SKP1,CPX-7929
CUL1,CPX-7929
LMO7,CPX-7929
FBXO21,CPX-7930
RBX1,CPX-7930
SKP1,CPX-7930
CUL1,CPX-7930
RAD17,CPX-7931
RFC4,CPX-7931
RFC2,CPX-7931
RFC5,CPX-7931
RFC3,CPX-7931
RBX1,CPX-7962
SKP1,CPX-7962
CUL1,CPX-7962
FBXO22,CPX-7962
FBXO24,CPX-7963
RBX1,CPX-7963
SKP1,CPX-7963
CUL1,CPX-7963
RBX1,CPX-7965
SKP1,CPX-7965
CUL1,CPX-7965
FBXO25,CPX-7965
RBX1,CPX-7966
SKP1,CPX-7966
CUL1,CPX-7966
FBXO27,CPX-7966
RBX1,CPX-7967
SKP1,CPX-7967
CUL1,CPX-7967
FBXO28,CPX-7967
RBX1,CPX-7968
SKP1,CPX-7968
CUL1,CPX-7968
FBXO30,CPX-7968
COPE,CPX-7969
COPB2,CPX-7969
ARCN1,CPX-7969
COPB1,CPX-7969
COPA,CPX-7969
COPZ1,CPX-7969
COPG2,CPX-7969
COPE,CPX-7970
COPB2,CPX-7970
ARCN1,CPX-7970
COPB1,CPX-7970
COPA,CPX-7970
COPZ2,CPX-7970
COPG1,CPX-7970
RBX1,CPX-7971
SKP1,CPX-7971
CUL1,CPX-7971
FBXO31,CPX-7971
RBX1,CPX-7972
SKP1,CPX-7972
CUL1,CPX-7972
FBXO32,CPX-7972
RBX1,CPX-7973
SKP1,CPX-7973
CUL1,CPX-7973
FBXO33,CPX-7973
RBX1,CPX-7975
SKP1,CPX-7975
CUL1,CPX-7975
FBXO34,CPX-7975
RBX1,CPX-7976
SKP1,CPX-7976
CUL1,CPX-7976
FBXO36,CPX-7976
RBX1,CPX-7977
SKP1,CPX-7977
CUL1,CPX-7977
FBXO38,CPX-7977
TBP,CPX-7978
TAF1C,CPX-7978
TAF1A,CPX-7978
TAF1B,CPX-7978
TAF1D,CPX-7978
RBX1,CPX-7979
SKP1,CPX-7979
CUL1,CPX-7979
FBXO39,CPX-7979
RBX1,CPX-7981
SKP1,CPX-7981
CUL1,CPX-7981
FBXO40,CPX-7981
RBX1,CPX-7982
SKP1,CPX-7982
CUL1,CPX-7982
FBXO41,CPX-7982
RBX1,CPX-7983
SKP1,CPX-7983
CUL1,CPX-7983
FBXO42,CPX-7983
LMAN1,CPX-8001
MCFD2,CPX-8001
RBX1,CPX-8002
SKP1,CPX-8002
CUL1,CPX-8002
FBXO43,CPX-8002
RBX1,CPX-8003
SKP1,CPX-8003
CUL1,CPX-8003
FBXO44,CPX-8003
MYCBP2,CPX-8004
FBXO45,CPX-8004
SKP1,CPX-8004
RBX1,CPX-8005
SKP1,CPX-8005
CUL1,CPX-8005
FBXO46,CPX-8005
RBX1,CPX-8006
SKP1,CPX-8006
CUL1,CPX-8006
FBXO47,CPX-8006
RBX1,CPX-8007
CUL3,CPX-8007
KLHL1,CPX-8007
FXYD1,CPX-8009
ATP1A1,CPX-8009
ATP1B1,CPX-8009
NOMO1,CPX-8021
NCLN,CPX-8021
TMEM147,CPX-8021
NOMO2,CPX-8022
NCLN,CPX-8022
TMEM147,CPX-8022
NOMO3,CPX-8023
NCLN,CPX-8023
TMEM147,CPX-8023
SSR1,CPX-8024
SSR2,CPX-8024
SSR4,CPX-8024
SSR3,CPX-8024
KLHL2,CPX-8025
RBX1,CPX-8025
CUL3,CPX-8025
RBX1,CPX-8041
CUL3,CPX-8041
KLHL3,CPX-8041
RBX1,CPX-8061
CUL3,CPX-8061
KLHL4,CPX-8061
MPC2,CPX-8062
MPC1L,CPX-8062
RBX1,CPX-8063
CUL3,CPX-8063
KLHL5,CPX-8063
RBX1,CPX-8064
CUL3,CPX-8064
KLHL6,CPX-8064
AQR,CPX-8065
ZNF830,CPX-8065
XAB2,CPX-8065
ISY1,CPX-8065
PPIE,CPX-8065
NIPBL,CPX-8070
MAU2,CPX-8070
SEC61G,CPX-8073
SEC61B,CPX-8073
SEC61A1,CPX-8073
NOL9,CPX-8081
PELP1,CPX-8081
WDR18,CPX-8081
SENP3,CPX-8081
MDN1,CPX-8081
TEX10,CPX-8081
LAS1L,CPX-8081
RBX1,CPX-8083
CUL3,CPX-8083
KLHL9,CPX-8083
RBX1,CPX-8084
CUL3,CPX-8084
KLHL7,CPX-8084
RBX1,CPX-8085
