('ENSG00000001629', 'ENSG00000140718')	0.8865025855745146	1
('ENSG00000001629', 'ENSG00000110075')	0.8859187072776206	1
('ENSG00000002016', 'ENSG00000179532')	0.8767824322424036	1
('ENSG00000004534', 'ENSG00000115464')	0.8756452853581382	0
('ENSG00000001629', 'ENSG00000077254')	0.8738539273380903	1
('ENSG00000001629', 'ENSG00000036549')	0.8735934333749895	1
('ENSG00000001629', 'ENSG00000197323')	0.8730042099491964	1
('ENSG00000001629', 'ENSG00000122741')	0.8718465690026821	1
('ENSG00000001629', 'ENSG00000138081')	0.8672994760131454	1
('ENSG00000001629', 'ENSG00000186153')	0.867251439138948	1
('ENSG00000001629', 'ENSG00000082701')	0.8622525770496341	1
('ENSG00000001629', 'ENSG00000134852')	0.8621374117179775	1
('ENSG00000001629', 'ENSG00000137075')	0.8603329813861226	1
('ENSG00000001629', 'ENSG00000140386')	0.8592448457899263	0
('ENSG00000005339', 'ENSG00000115464')	0.8588519610196003	1
('ENSG00000004766', 'ENSG00000118961')	0.8582842665190767	0
('ENSG00000002016', 'ENSG00000112425')	0.855872899597547	1
('ENSG00000001629', 'ENSG00000101752')	0.853602469121611	1
('ENSG00000001629', 'ENSG00000133103')	0.8516619989085368	0
('ENSG00000002016', 'ENSG00000182185')	0.8515619327515391	1
('ENSG00000002016', 'ENSG00000196357')	0.8514180160723265	1
('ENSG00000001629', 'ENSG00000139746')	0.8509653747048777	0
('ENSG00000002016', 'ENSG00000141084')	0.8503969740679127	1
('ENSG00000008869', 'ENSG00000141084')	0.8495352731702047	0
('ENSG00000002016', 'ENSG00000118420')	0.8484687612744656	0
('ENSG00000001629', 'ENSG00000142687')	0.8479505971154121	0
('ENSG00000004766', 'ENSG00000182185')	0.8471100163389504	0
('ENSG00000001629', 'ENSG00000156931')	0.846856194353578	0
('ENSG00000002016', 'ENSG00000118961')	0.8459478876101434	0
('ENSG00000001629', 'ENSG00000115464')	0.8455506738673948	1
('ENSG00000001629', 'ENSG00000118420')	0.84301464844013	1
('ENSG00000001629', 'ENSG00000010017')	0.8408575726101194	1
('ENSG00000002016', 'ENSG00000152683')	0.8403423233885949	0
('ENSG00000004534', 'ENSG00000147905')	0.8364249288232879	1
('ENSG00000004864', 'ENSG00000182185')	0.8360423161540355	1
('ENSG00000002016', 'ENSG00000196663')	0.835258204554444	0
('ENSG00000003393', 'ENSG00000196663')	0.8351318358339902	1
('ENSG00000007168', 'ENSG00000115464')	0.8350802407888703	1
('ENSG00000001629', 'ENSG00000165322')	0.8349588262454739	0
('ENSG00000002016', 'ENSG00000111785')	0.8340904264540726	1
('ENSG00000001629', 'ENSG00000153827')	0.8335114292957345	1
